ra,dec,phot_g_mean_flux
72.01686669951181,85.4469104900559,5890847.66414547
14.345415025517584,83.70815439215444,3188168.7870984576
42.03161648299296,86.7868971502195,1589163.748194702
132.7312861561386,2.2170452031536967,887125.3656660577
131.78690676985056,4.586874931385109,2511887.706237018
140.42484702973985,8.211802775408222,7780797.143641415
142.6167364910904,11.773192387497687,696713.8152770954
133.2081787372442,8.962265943413739,417571.2891061016
128.96029978997055,10.430761758636535,4798197.583851557
138.6009311535171,13.441516820731602,367728.44305960037
134.73778899169986,14.924139285729096,552415.4128160032
148.42328687348243,14.746523340096404,955690.7734760888
152.09174580418366,15.759383309555766,441794.2151301581
147.92572706602235,20.624618574789242,296202.2381658677
143.16145308492946,17.975793889104544,381356.05485123926
142.79804384160008,22.053886139153803,1256907.9061183617
150.85200595247719,24.210358382927083,513640.9206291795
145.93670107784996,26.873068151562926,1580591.657673243
125.08765230644177,13.04833121493251,697377.5253782399
125.22400888957853,13.950572309304617,248643.6976958918
121.7667950437902,14.772410661762747,612038.8884007642
123.74221428719339,16.860663961096556,3082074.1871648
131.96986485472738,16.992222006613428,1802178.722280749
131.94030505652395,19.77949978703235,2607522.572024483
127.28220876908044,20.814358615094573,250309.91962145086
117.71107377914848,15.20377391698935,487275.4911046885
116.35077136729235,17.863785228791198,309704.2024371276
119.55587014377284,18.872663949834212,395435.71704644884
115.36901755675603,18.516658552688966,480235.4695541398
116.31828575911888,20.387860972476926,2648341.9651293666
119.32195250799585,22.7183499305197,917102.4140666255
125.80018503265367,21.737391035028978,824369.0619935757
128.50027299645555,24.328187259140154,481364.11722921213
119.82144738526794,23.20383876114987,264235.2214062611
121.61927368843462,26.118906648051855,147279.21445945714
121.64720232918528,26.875629144616802,419830.82250298985
138.00268868451502,23.255295711497116,555797.7353904357
133.24862163734346,25.8890502279154,313225.23732576554
140.03245528363607,27.42313908166217,144494.99027573172
139.08243079338794,33.43999774684655,382928.05068282544
130.11089060083168,28.7230253319174,908642.1127095808
131.9921894214773,32.160472741284515,199658.95153804237
127.31641919952376,31.4987960711218,439542.4922004431
128.56741626559244,33.86533267440519,317356.1538385184
137.8410669716563,32.856929884248544,683735.5534124824
131.8874179124603,34.57377930689975,290757.665411167
135.3208003088842,38.48963397311103,789411.6867933573
160.97729103489843,22.974836551770416,290167.05065565655
157.6012776094704,25.790506331573603,862396.9655425356
166.36928950809755,28.97716070225467,4929471.838904793
163.54359483247043,31.097804943336698,337043.908614478
155.4838846336309,29.096275694557804,928799.5676795085
148.3002813009292,30.77912989877665,756280.2593653492
157.71818193647593,34.14289065919609,3625747.722790152
155.19515907537362,36.318838527348056,475789.0223997219
170.96429721930107,34.543024777580136,2665919.80918156
169.68204155469425,37.94618550323245,1696974.409509616
177.6453764681809,40.93409692800574,330145.860869963
172.88975610842087,44.00604044721225,239938.63265222515
163.0648086695894,39.58822311692396,457439.8534205082
163.23282536817922,45.01586028356062,306157.6597784475
176.46082878827383,49.23745521461563,402379.59066701995
176.62196238040374,50.593406846768794,2726603.545804339
148.9016659670317,37.827648058042094,193037.13408880154
146.38917487849824,41.01035002018095,607367.5100448539
148.73495624258612,39.70123826229068,158396.36749755015
150.75833145741402,44.69364497012002,251438.64883681253
143.76118989651036,41.016125998996344,569111.2878078092
135.26117227001265,41.59442220541532,629109.3648690074
141.60487779692713,47.68101593194239,7826424.100763979
153.0225747392917,47.83925844187146,376360.97312246996
141.9680547938396,47.523443558688044,401521.52029422956
150.55514356556884,53.36789345882254,3590806.6850346862
164.5093965251675,48.21869295229175,1418344.3407930282
162.11374362745948,48.99296829591191,463515.6757508309
168.3807671377802,51.813027137211854,379384.4286751076
167.85773072429993,52.79233710969255,5531392.142348331
179.9261036995366,58.59281147347942,279863.31253302516
157.50648855197332,53.63977852018884,339012.3632914187
156.0671860913653,53.69125398807715,203903.1692486501
157.44731828439816,56.774416886679404,406244.26029406243
167.6037879258378,58.31937506522414,444594.995169978
163.42037985508017,59.14851498000162,239456.19215316226
178.51182311009907,64.20949060277721,338855.1569429264
113.74741280169332,21.315279934000074,4310745.9485463835
112.51914073323097,24.27700668875916,281852.08697549213
114.14505552834284,25.198435090203557,347199.46690494666
111.3948660501451,25.25801084346896,1361556.3490207647
112.29895278711773,26.50089527264316,916043.2709595094
118.54633169239885,25.634298047292315,1065926.1631082057
117.57568599637597,28.7311192588612,1.987140343532417E7
119.49465124342822,30.708716035490674,424242.0440400395
114.15433546841868,29.458979440818496,4107019.164692061
120.01345519806624,33.21577275998625,444955.34887953906
108.00582522318027,26.09287663762423,4870869.1833077585
106.61520682032435,27.40691399866994,431952.8913438949
109.54882593944505,28.921987962998248,1223941.334348161
110.04599192772538,32.000873508874996,503354.0237293923
103.78835632346593,29.948315950649164,385146.379335016
108.16190384048835,32.187146455239976,347182.7096578123
105.99903872462461,34.45071104846869,1080682.039039629
110.19965313901666,33.24719988458829,486684.4044851754
113.82785810468802,34.95195066426135,278377.44873189536
110.99308862768721,36.40526733535654,616240.5435671097
111.95320256508509,37.152364894647235,1394207.629363405
123.77099654870065,31.198842406576375,356474.0266046845
123.00951903877595,34.537399146229234,1542411.2007581347
127.64535331270193,37.209879073350116,451261.59145926987
119.68959173817667,35.957470486693346,871759.0247810999
123.09449634092482,38.6587660336865,437003.2359035745
128.332395859454,37.667601143253925,487627.6687717475
132.02808988905701,42.016366204892776,454766.4991905931
126.9780034081884,43.722312974925515,268802.2262667589
117.89471961198768,36.808773141873,1111228.4090801962
117.67986193691391,41.13700205669125,1545146.9362160957
116.46316872676039,40.1301146819004,357986.0072204158
117.43942071068321,44.120757945381456,476285.1619114292
124.74117943983595,45.665745646466455,601782.8056696536
124.74733182880136,47.6731296519137,7964887.832447788
118.26863763385573,48.50573978680933,3281152.26178235
118.77159762393377,51.86010037175491,1849567.3011856165
101.96187336063811,33.16000368698759,1194297.7925595394
100.86009951393345,34.64699494699664,338264.1333731328
102.34745363647042,35.47824802142128,1558513.9827894317
98.1676078678094,35.29368599096941,4.544164747761433E7
99.06631529523703,37.320937007382696,532551.2174874699
102.34694852355892,39.351515713919405,207790.64679100926
107.16174457542951,36.922631572420464,447196.22888853867
107.71074512899894,40.74138215073732,494256.21636190615
107.70016860062488,41.44237101249416,1008741.635598721
105.91682541363846,41.64243717868757,3198798.898181448
107.24519684610755,43.38906824928242,480103.3248347525
104.58771614963752,46.98485526725513,724993.7951540344
96.87668783979659,39.324913151367916,498830.95202560443
98.14416291845039,39.786187593432665,412686.112433264
95.93758981775794,43.26210264870407,245025.026742971
95.2354562055424,41.99018957213411,873109.3007945233
90.68126337033398,43.789086735307976,2543431.4263336435
92.3636381349116,44.471192276085375,301010.2658833561
101.0954117908964,42.53105701551163,1466514.1111186515
99.18777358157905,46.41250462242605,306795.0109082084
98.0582724898261,48.11727079591934,464236.8804469701
96.04916217590838,46.85465159126306,1686884.406114732
92.08050160940195,49.902320487147556,219455.88287975092
93.05505671949473,51.126363000563245,2712803.296324204
111.86358612904685,45.44025285575614,239878.1579827726
113.20165470107558,47.9482832347579,1867730.5342305135
108.1727283908688,47.3765307331338,1671048.3552679736
109.02497262416178,50.09107226411167,1.034540091738174E7
105.7178581394583,53.83092868500243,269139.3074314903
111.78956588101332,52.79780884385594,2850929.0533681912
116.3200008356683,55.64576069622919,389701.5647593869
107.30088304773882,54.696257217220406,1346273.3198302998
113.26015910903487,56.65089399747367,1347485.442590993
107.5438587628048,59.24213290218255,310975.46567500394
98.45742787396408,51.6730776160376,3220096.8285078895
102.73729928805713,53.64149786220428,321716.78177836566
96.17170834404189,51.86398636891999,358788.34505367064
93.36497066818445,55.584975084135515,1.499506128339443E7
90.10370954658421,57.998361109584046,489553.9679535736
104.33010847216609,57.18855659970494,308000.77139629
105.27741447393178,58.25986061952307,1072665.7991244833
99.9838945320155,62.51976551118625,313963.99843871524
93.81114390381391,60.94738765403615,750305.7384018288
97.28773994107918,63.773146842916546,314460.36789063615
136.5023723525872,44.094724055889316,290034.4025977366
136.50814517147626,48.13762204407051,679255.5935870958
130.1032322435166,49.802500366515034,1128633.6303444493
142.91088376411645,49.89412959032963,2135310.7656631228
147.56295179209155,54.82661397081391,189110.73396976775
135.88053971677078,53.91672387977702,2062484.4849205688
143.35496984745598,58.63332979021135,2526062.585823902
127.64224702925078,54.11909208948597,3.097291213593907E7
125.90078742940291,53.302644741673426,1194758.483003506
126.6644051945786,56.525467760932266,3812829.517157748
136.5233033972317,56.85487082658936,339405.12389513955
141.49769648861772,61.080605106162,542643.1102198678
126.66571162751693,60.89313395452344,184604.88329303393
135.9817641321684,65.19859995598745,437942.4875786324
152.24299558076206,59.9072686342629,268028.7348542631
150.2379670122848,59.661735223283394,180748.15315101895
157.61029294250412,64.2574760641083,6.12722779057391E7
164.27775725485503,64.65655983372898,6373056.260343343
174.827389713169,67.93260584697123,146879.73956516568
168.92697711868627,67.36119471150361,853981.913973668
147.43187570528855,62.62543126110373,1054423.1849765945
154.21027509376188,67.10704446562937,1916842.1117852575
137.74314841826066,67.46414351085043,1.5262211183864491E7
147.78727266380935,70.49756986163221,3549475.6336522344
164.63108485485986,71.58126273315744,256433.89755038504
156.56355324962618,70.56906093616712,289660.40573308826
167.5702462230511,74.51914977943422,1728062.441932304
120.94931641963109,56.810679333758,78333.94288404114
121.23751388313796,59.20464983526915,282586.95283709525
113.94752715343701,59.069742166885185,612755.4593198482
112.44805376750259,61.502091967067706,768089.5189265893
111.38342426144914,63.4026588810962,484049.1192962472
123.78255471559052,63.745870768731834,581801.20890199
128.1179606144782,66.38880873333773,487469.0357138879
120.88101907766584,67.05008209244025,207699.17659143725
127.54797607428615,68.86825060445535,619980.634967582
107.35303168894403,61.50167997831052,908941.8423884391
102.12672477413696,64.45627182527214,1685826.298775588
103.54807930824549,66.83465627935728,1435691.460774244
96.12354161678418,66.86418752859771,442006.90601401863
100.93174552555932,67.24374268817981,551148.4927365236
91.4347260246628,70.09282560221638,1280432.854162561
107.03570792802512,68.43738707970672,253068.99353246755
113.94758385599587,71.9052753698777,405172.5542626562
110.04071515960204,73.92067002242486,740477.0174784097
90.9415137692839,72.45426856868544,5790974.924440762
104.71514570182157,74.65058985878774,510721.6532471564
134.78953293722475,67.6749403765021,542722.6705217317
134.6682138905418,72.2113999812578,217295.4313793985
128.6286639109394,70.34659766936241,219636.3946302668
128.57608930809295,73.32569513212732,613780.6031925948
