ra,dec
45.057731063436776,1.4571883418094422
47.329297675653486,2.745941307454066
43.4090995448036,1.9686892938513239
44.666630845946834,3.022074596408927
47.96749064756063,2.911377362220422
47.94819142630086,3.822149687125373
49.84325606003928,5.142260481342941
46.85221815223921,4.261910788294139
46.01537878388684,5.3363412680511475
46.60206426551212,5.956938196327417
42.83743103261598,3.9226102061149115
44.79311080220406,4.726580559552216
40.697506525732976,4.050387624225959
41.99726947651325,5.2663949756542845
44.713359813099466,5.080879710527542
43.97404617897105,6.059454722449388
47.23301102260588,7.01452339018516
44.17247592970434,6.531962990621593
44.03143308041767,7.922360951592264
43.82016210722349,8.385951691861825
50.04370685871229,6.197339013802283
52.427802129666624,7.383331678405348
49.84249774980163,6.556259299867856
49.553233865186144,7.565504384503424
49.921787617512685,8.162825781267607
54.59845225966365,8.472818422569542
54.6217005112807,8.989779118183817
52.47995607443314,8.78338755785391
50.86849934248966,9.739365667241008
53.18270742610918,10.659505916889449
47.777169182688624,8.721887357143606
48.46038918589024,9.700474455532621
45.702729132733715,9.05986976552545
47.422311858348614,10.48347538925555
51.52421241769152,10.461741158054686
51.10369474126874,11.989596547653857
50.81775805553165,12.733076513006335
40.129972769660824,5.563477965817723
40.725827935273465,6.074160080952712
38.328559204017,6.4203220069747555
37.7017741543101,7.590106755617565
39.737213507289844,8.904158227718286
41.68753962533716,8.801014940219822
42.85564043699653,9.534925163663893
40.020980941601685,10.130997160045242
42.10922785505218,11.130534212119057
36.77002613848672,8.311250140100938
37.59157461560443,9.238598670857739
38.37946853233119,10.066229772519897
34.71125710057352,9.499287413965797
37.335560552613785,10.325996776320185
36.62434283442407,11.214581651495594
39.92674953099695,11.120292341930838
41.52119571831816,12.022606035771108
37.91253791766588,11.507024456321421
38.37215381067767,12.868699096340228
40.39032756595668,13.487728614019703
44.95511186415036,9.649790123036626
44.69845912178316,11.252122537111736
46.290431645639124,12.176654404848602
44.052245274373675,12.79282910175224
44.058899939689,12.879098003873036
48.55874170799844,13.194819039281494
49.328419954216564,13.87240534500173
49.19321604925517,14.539132894832196
46.33728114698927,14.077222711986076
46.016786788232444,14.955356858896602
47.59356880387881,15.634142520462262
43.31309064274641,13.220641994248224
44.04052799133757,13.677615755032598
42.93437136951513,14.585672273262523
41.91992571934181,14.381277749996892
40.19885353122628,15.001235971261565
41.574646731946906,15.707479384985161
44.78818661211777,15.242972042257772
44.86651343797161,16.333078250289542
45.11443788753427,16.996448178693605
43.68694915781167,16.466793729077093
44.61231463625606,17.36586558710238
45.14501791453031,18.631641642023975
57.4218057229,10.834650113056048
57.59795558542011,11.170813399831305
57.16431696808847,12.012338136279455
55.61689930123237,12.18534259535509
56.77414174705298,13.557704698995245
59.07828571504531,12.68669715285727
58.439181315762454,13.504980474291816
60.25082136905171,14.19122252258998
60.34992044065447,14.986283804292844
57.91578712005686,14.360585046337784
58.783411043103385,14.727895938453896
58.51456879282751,15.484814674961994
53.41356831708423,12.11143303142502
52.893535717733144,13.82844567436617
53.50209274746284,14.518395038613836
51.35014226112737,14.087390080324267
53.141313698046,15.219377528046865
52.87750842516716,16.014691141807056
55.857877833699476,15.380338533262451
58.076416473693286,16.28085827537798
56.561979615226655,17.152314241067373
54.7965460976422,16.734743930619498
54.097662727347426,17.387478258652827
56.064440902075354,17.92228004067145
55.501663120071804,18.41796790535958
62.72986797257008,15.94660892904238
63.54743291646527,17.14452895281466
60.24825100101047,16.629478943961008
60.213381762214674,17.600677722693003
60.679757373146096,18.138752118420122
65.0215379746994,18.18133838924462
65.5170896263628,18.823316502601624
65.98789295276953,20.104441004140167
64.54990740342575,19.61137934768416
64.12119487890803,20.649162743644776
59.46575956552058,18.011672200784723
59.45618486796526,18.933433417004768
61.360193350336004,19.55625397125171
59.846664349067275,19.638989821069266
57.67408160723461,19.37811883929644
57.38053547294245,19.663367074024002
58.750044081563516,20.099377167334232
58.471246963390136,20.39424575877184
59.01714919296537,21.43665000613768
60.944664685434084,20.66575970948983
63.7878729333927,22.393379406224064
60.016500037910774,21.16796724025395
59.81004103914987,21.742803449199364
60.30263509453851,22.20948586609053
62.96880129984861,23.60086049600217
61.03103121891424,23.732972035249823
51.396639923018355,15.647620631331552
52.13093994840902,15.808372735102896
51.67476679935839,17.024851959638262
48.93886510732141,16.09246483991097
48.89812817688446,17.395209024911118
51.65561539863313,18.299362135702935
50.914691835716674,19.14765815325008
54.20463684974191,18.099917606603164
53.5717738321225,18.492619440372717
55.34505428896304,19.371407331877613
55.38120510374166,20.03462022416547
52.281791686777154,19.46638858785617
51.75035944702459,20.133632526259348
54.146757415707064,21.1140168805728
53.21643794994342,21.787801347348566
47.19499691135264,17.75600388097534
47.358758238376176,18.767432357143903
49.60476900376383,19.305187529461758
48.708037391880346,19.972040523034142
47.07823247894353,19.465982561428365
46.75907435050251,19.914872907035207
48.57075474524824,21.091621629816018
51.00382180913204,19.907096290325384
50.71383995916173,21.287815101101973
52.3162812940636,22.061676593232097
49.1292224607783,21.17253570504396
48.655559003535394,22.51528369381366
51.890120380660385,23.408964705057922
50.628741971362935,24.119907636948763
56.34384854549002,20.764586549404516
55.882775749983445,21.523582055938107
58.48474025053324,21.884206533520928
57.29588150995282,22.13140966635704
57.588857743604834,23.09615778371947
54.08556239141239,21.833195837196257
56.046482345909624,22.323972420852993
56.54193892946647,23.339805092346428
56.76765178194667,23.99502558409213
58.96673640066606,22.989881072163154
59.72322735236762,23.897442301467265
59.0440470624713,23.875174402015695
59.845201789230345,23.964868886945712
59.53819565052342,24.265668369941228
60.95907522089004,25.253002883498546
58.26416646748531,24.25089185299471
56.74757873625992,24.519926574307156
57.74128379215938,25.459332978598592
59.94263263179601,25.590796225001824
58.180094900963205,25.64256778802719
59.41640334874005,26.56683863772793
53.978838709029944,22.610500872295685
52.634281470222724,23.335451146369454
54.86523069073487,24.025919585512067
54.191777458162164,24.794032184100782
52.280520605830255,23.99861255627022
51.36053851247002,24.158828572739342
52.19864935065686,25.694599561553385
54.375244494553826,26.06836192677742
53.27371226245891,26.25685575719732
56.81808470743967,25.293276723003927
56.32801354619483,25.97182481550589
55.69364565119886,26.246696229797024
58.12535446387196,26.63030629880698
58.840596884884214,27.10458222324566
57.42523410179555,27.234997575249807
57.50595328550534,27.82781757188145
54.68182677042554,26.719981130165532
54.98631312862823,27.248395880951477
55.00912509171004,27.486340725478797
55.8071658791874,27.826173796669632
56.48498384964122,28.753447648053893
56.39173270324171,28.834922829676344
33.51103771066656,10.083787683319779
33.557844575718654,11.293702367396843
34.320241044153214,11.972876921021808
33.4432745313656,12.282328090320481
33.59579586244653,12.74811765140981
33.90237479370442,13.776216249282351
35.60646271607828,12.956931160864542
38.72520560069882,14.241996062662546
37.596672449796976,15.328936097361778
34.82084094343891,14.495388193315247
36.708383438720766,15.064089422118625
35.71872514323708,15.964029452757766
31.95854496657262,13.166959805504288
30.44570831930801,13.972277083429814
31.820056390103733,14.69298000076057
30.41366479583211,14.531116804476294
29.37565738692864,14.991404076784425
30.241903874616536,15.688739949965909
33.570402920984606,14.822623310492661
33.51548637379594,16.103041178024398
36.13563545888486,17.328576910474144
32.5563491441016,16.33601488492719
32.84294330313563,17.504821491083522
34.11507562152892,18.269628071869217
39.48016321074636,15.575390395766483
40.61855255828904,16.033144184261044
40.19043033777361,16.668135654947637
38.08425208326884,16.710652711011722
39.309085939073995,17.411672091074745
38.97005739767612,18.07631199002864
41.83457809704822,17.284294284568293
41.74325627780987,18.676557417376042
42.67834486462839,19.16017683955005
40.732869713593225,19.35228060731196
40.94314138906336,20.04426765829061
43.05684841961985,21.12081533727534
36.32616855356467,17.935175250582674
36.87837755631418,18.98454810734992
38.762640624039186,19.680635586902152
35.278895904916546,18.584573657223363
35.405611355949894,20.28526786429371
35.520832176705724,20.487355619559384
38.97899531009782,20.25198604919158
38.18417040135386,20.90018677165489
41.286131882035136,21.38283254626864
40.05717814158626,22.117014559655022
38.1878872238503,22.026705348150085
39.88272493679839,22.516640336095588
38.51709384381924,23.401897834232884
27.866358330607287,15.324588722675397
29.956519491087665,16.346695247684526
28.46942663461048,17.16375358162913
27.733275036403903,16.98460477011876
28.69402539322884,17.552490805958058
27.63761813866637,18.430992718198063
30.99483542961737,18.226282716809205
30.569718904202105,18.589337384387562
33.081936149938386,19.992904030652106
30.48235781608249,19.170549788964284
29.395061350615524,19.74173776324461
31.343974469062296,20.52808655864556
25.350817511533005,17.620387535486266
24.670239242976482,18.653233262205898
26.952292210816882,19.460939254999882
24.143891975713196,19.117700833572673
23.939724043603533,19.670397351261105
25.320067332666817,20.615425998550617
25.666337109591446,21.494737952843742
28.832134098835642,21.351328981875366
29.521279836021364,21.104856362165446
28.839011473971166,22.553466897529255
27.815267275190227,22.176371449805284
27.87468674900257,22.867491555665318
27.566474030135844,23.788935374581293
34.85491361317128,21.0037386433773
35.642084938919425,21.312369801398845
35.89323068163659,22.457759305705842
35.15409704445896,23.26233216398171
31.891554675395177,22.196182521588437
33.29693562884795,22.8673785559049
33.253835733279764,23.66307683843367
36.295773938438586,22.718200068882112
36.05967504545425,23.36240332490864
38.22613664637258,24.13646864492022
36.8919067715271,24.871618990589802
34.88323633860694,23.73207089673999
35.53310116109327,24.939205676705257
36.61677223554474,24.701744478235913
37.40036055673719,26.27444264734316
36.27059299331685,26.431369086910586
30.242192556878518,22.86202384256399
32.33373382953858,23.831062955750962
31.79391434462784,24.25949038099625
29.60360187959928,23.895452004775063
28.503094763747445,24.92763139352605
31.94896672702989,25.576230949964494
30.047172810317726,26.098763075128176
33.29289883939764,25.272665957837322
33.177750581199554,25.99677107149969
33.53472182639037,26.92747854817255
35.79515449042802,27.312184940142366
35.43151669297092,27.88448308062064
32.5212099498461,26.97100434981605
32.31877332819288,27.59226328212259
33.08274418088759,27.947788696042995
33.2926021257079,28.681670048851622
33.32149860198401,29.43675086481442
44.9859142139003,20.7975862339746
46.002128743671356,21.980967846375293
43.359944170684194,21.43105535297129
43.7208416408803,23.08244142059598
45.401625932337666,23.490167027882208
47.775957153884306,22.498980108087036
46.985370901104595,23.015032732938927
49.72159465047917,23.792188150030846
48.886535875741856,24.455459783998897
45.85381119041699,23.93811185130314
46.00502978904635,25.066754990197783
48.53460195674371,26.143521448006496
47.61380091255831,26.64142508918326
41.27902105356084,22.93554776385458
43.745132446337536,24.417467938880883
43.18433931304869,24.863224410597738
40.57088003291081,23.849783761335225
41.2784679955315,25.297627303283157
42.58241775722728,25.854084661668825
41.92015805735846,26.711007905248014
45.89295227709485,25.851855612357458
44.33389359750736,26.280558048340563
47.43146708552398,27.56873609075707
45.810983369069135,27.898719964509613
44.70132562540187,27.00629015201876
42.83547053837186,27.422645028189944
44.65424558938909,28.029253756310403
44.33420273974544,28.81059169297125
50.814929184136204,25.34152487290846
49.738701340839214,25.48370739690836
52.014564728415195,26.346721915154593
52.76456732864943,27.7314314929965
51.68172003196289,27.927490179909796
48.48938315818014,26.75464843004442
50.60213389956737,28.35593939352478
50.40473142793591,29.00913113528293
54.228885849861086,28.13921652889576
52.41537620186685,28.754149278854364
54.51731710338803,29.342353085063394
54.5277007567209,29.973149681637878
51.41122533981644,29.403786135018205
53.08476695763723,31.679756404998987
47.45400254032364,28.926771696723048
49.42366861377632,29.608237743031033
49.41636556210164,31.126802959045243
46.7124001423414,29.883557162118198
46.4271420982916,30.06648298640677
49.08226689673927,31.32950633422138
47.932354141993876,32.12296320399213
50.865649992885665,31.626534750893544
51.816312358296926,32.29714713570878
52.30664991970805,33.163023204798954
49.66072164617388,32.665388902623874
49.50941585742536,33.8335675035716
51.99541972209187,34.20806805078764
50.363039863781125,34.28841820017053
50.64126894863726,34.99208915258258
40.00442121691527,26.45343597420015
40.615697295104596,26.33661850125949
41.62482410396866,27.624963402476716
38.11028431565867,26.2480138287835
38.52866900854838,27.405006506287855
37.94212970938186,28.053269029351902
39.767337684327295,28.898334708588884
39.29914737316589,29.653418348022438
42.69994654115427,28.52618860304667
42.45732146161125,29.492039650319164
44.04030793036108,30.181522517974667
43.433946765448034,30.331083366044012
41.594274425978156,29.767808527444426
41.028585143330936,30.540786016901226
43.39480288886491,31.344963010774663
42.279155772917015,32.12445061531623
36.24775566356005,28.288410497028913
36.111853314124765,28.48122563319332
36.36322138642079,29.495964220509855
39.08771552361705,29.934115460561387
38.006710315076106,30.32362220731432
35.647004944083335,29.50197368546065
35.56643864295206,30.264348042618415
34.557401108133725,30.279808160532827
