ra,dec
43.82016210722349,8.385951691861825
38.328559204017,6.4203220069747555
46.290431645639124,12.176654404848602
45.14501791453031,18.631641642023975
58.076416473693286,16.28085827537798
57.67408160723461,19.37811883929644
53.5717738321225,18.492619440372717
50.628741971362935,24.119907636948763
58.180094900963205,25.64256778802719
55.00912509171004,27.486340725478797
29.37565738692864,14.991404076784425
36.32616855356467,17.935175250582674
30.569718904202105,18.589337384387562
35.89323068163659,22.457759305705842
30.047172810317726,26.098763075128176
45.85381119041699,23.93811185130314
49.738701340839214,25.48370739690836
50.865649992885665,31.626534750893544
41.594274425978156,29.767808527444426
37.36223331105209,32.111552151023076
49.16994326669213,36.285647981604065
46.15571087101322,37.00337950721593
69.00945906379799,23.70727913441676
77.36567397742789,30.555099840825328
62.818456024875296,27.929158743286372
56.40292990689023,29.894573821010756
67.9507681582183,32.919000180885305
67.09475771522541,36.940116886857574
77.0193883419963,32.44006391523481
82.24470309364169,35.85240771816471
76.93488695541978,36.47481376700046
79.60765674930134,39.49197563694742
86.16450861934959,38.822477572861935
86.50809330901706,41.510846304868444
79.31707429836385,42.17174766469181
88.57059529102871,46.91798362338044
77.65727570832847,41.8826339175883
68.11887170276013,41.41061379328378
75.09944910549567,46.93156711366112
84.15428418768735,45.66584541405999
79.61987299062625,49.05668322263134
55.308888149950086,31.996122166612444
54.152188060237485,33.96144044717625
54.21809903674769,39.16638866628143
66.269108274458,41.055510924067136
59.61160273147777,42.35780685415183
63.61239453820191,46.10030263064435
50.56094320270211,41.13550964675228
47.66407850933477,39.21522327794361
51.35381238849663,43.60589998269123
56.26406678353704,41.98844912545551
59.439461486555366,45.97175606630529
54.56633927570963,47.818111890368215
59.78961072092238,51.67545939264698
70.00292151924081,45.772570241790085
68.95314408496023,47.38527299736281
77.5805965262104,50.00863354215607
89.00112735189822,56.096167011969634
84.75649426940315,57.004259960103575
67.50022889218683,53.87281042866734
61.97229314540762,53.73115104948615
72.55758558498196,58.975974280224115
83.8480542326518,59.87016677992753
83.6612919341311,62.18654748077771
23.19408489995407,22.725982623178886
22.114627314270997,27.14893684611547
31.314598369615524,31.075798354866453
27.06743874084662,32.861374282663576
19.35864010169534,31.54190488196389
22.229281973024147,30.312964729429588
25.08886106418997,35.671153840511
23.966350835007724,38.610037260527804
32.65874346132644,33.93813964286775
33.2235061701234,35.32215258321473
31.46841940098977,38.112567600018366
38.13434779801032,39.88649879605044
41.51114800070418,43.75474442941928
36.2936585388886,43.545437743761255
39.674838274660765,46.53757511857585
26.856234031412757,40.15223374560431
24.977910180898995,39.66837126722141
29.287080556460268,44.05204280885758
34.396343533829736,46.095743850213104
37.368738381798444,49.06157721064147
30.128830316387926,47.728257704493494
32.68362533417775,51.520006947141646
9.715939852051173,33.03776281246363
7.076148046248065,35.29848274240871
18.095398241726308,38.12015971575267
18.369002170493015,40.91966295757669
11.844290783996819,42.620483365132316
13.47371724278283,45.9448599568441
6.000679760398056,42.408741801697964
1.24685662036182,44.04608358244578
1.1293347530770548,46.6222891043664
10.894321592476382,48.06325629270627
4.662811579794209,48.32223517748219
6.066942826659642,50.30594077395777
2.3674779808389377,52.663965352269194
20.395570945139614,46.7584059152326
21.84630340540023,50.41896787374789
19.108176015125984,48.76344178027831
15.9670839483453,53.65280592857884
28.02459915253378,51.80608771205496
23.923850397733915,54.351089271585906
19.472051693601014,54.04810842640217
21.175427625785126,55.66336619449154
17.729983292562494,58.09896092862051
8.759359188726153,53.154206793951346
8.246212835479499,55.78744452029031
5.126823148858985,54.942754877987724
0.658872633225902,56.657291527911035
3.8686213367409925,56.13597888442587
15.461815600581717,55.838694306359734
11.598883187805123,57.13888306749594
16.424267485718065,59.18186827324427
11.779963007293073,60.6178478503291
6.287871340879706,59.612123799085786
1.5761272635563113,61.07038358056788
7.175124224624714,62.56767520877257
1.2413498547127897,63.97593777345495
43.27754060648,45.7209752765727
