hip,tycho2_id,solution_id,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_good_obs_ac,astrometric_n_bad_obs_al,astrometric_n_bad_obs_ac,astrometric_delta_q,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,astrometric_relegation_factor,astrometric_weight_al,astrometric_weight_ac,astrometric_priors_used,matched_observations,duplicated_source,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_variable_flag,l,b,ecl_lon,ecl_lat
,3657-1155-1,1635378410781933568,422217309790915712,1975623,2015.0,3.6070161112838135,0.3226387132736311,56.03862898277497,0.16597025192785408,0.4734728698553619,0.3060800676701979,0.9293305326008516,1.4614525863703456,-1.9014545150374924,0.8177586745811439,-0.02881072,0.70148605,-0.916651,0.52165556,0.22712778,-0.024692224,-0.44060332,-0.7141573,0.48843655,-0.62368315,140,140,136,135,4,5,,0.4841898846993577,554.8945185411228,true,4.79816,4.0165534,3.1622072E-5,5,20,true,0.48934168,0.41284543,0.21355943,0.41832948,-101.50123,42.975006,11.293753,6.302849,175,742395.7931046577,1545.7325409360342,10.848181308280555,NOT_AVAILABLE,117.74565241607398,-6.45999192957694,33.007573448972,48.33055929313976
,3672-1890-1,1635378410781933568,423523667041851136,473502,2015.0,15.581412304536828,0.21572504957581853,55.75563390497217,0.17924969830686285,1.5075595182143782,0.35257030620624574,-9.003301694452388,0.7450074376357687,-0.33082763036743307,0.5259410041153146,-0.7889496,0.84854114,-0.9519276,0.4171979,-0.7879203,0.67285526,-0.20997044,-0.8177043,0.36297077,-0.58165365,395,394,392,384,3,10,,0.4363055920819427,418.9505430783017,true,4.3453307,4.9628935,3.0397297E-5,5,48,true,0.6782127,0.757148,0.7103616,0.52370423,-95.54278,71.74894,20.674028,-15.580741,405,292976.9803498741,541.886184413513,11.857686317560782,NOT_AVAILABLE,124.4750022628667,-7.083491694438688,40.77698809216229,44.291361291173125
,3663-2250-1,1635378410781933568,424632077844641664,1380926,2015.0,11.630793332284364,0.26092742680474446,57.107255774966745,0.1271981455165156,1.893566827817429,0.5396649771871547,-5.585629981163314,1.209566061470397,-1.7672590262729817,1.0151639709205982,-0.5023855,0.7841383,-0.9429695,0.7452777,-0.46036372,0.44039375,-0.4821428,-0.8733261,0.9027341,-0.8575687,196,196,196,188,0,8,,0.5241326725935013,456.53313645315166,true,5.177416,3.4497464,3.3333257E-5,5,26,false,0.57171005,0.5149976,0.27595177,0.10163937,-102.619835,61.897457,21.05548,29.763699,178,349615.0900585758,404.2710132547728,11.665794640463963,NOT_AVAILABLE,122.26131169832529,-5.758094654774635,39.241261519565406,46.62285569385722
,3680-1256-1,1635378410781933568,425799484314972544,180322,2015.0,16.379243749380063,0.2872716680922839,59.17563532829317,0.24731154568115116,-0.2548805015685016,0.5718265796242133,-2.0271200566254595,0.8939087313951707,-2.575070722143519,1.0299458215404433,-0.7594747,0.2729926,-0.7769462,0.41601226,-0.08248716,0.57898355,-0.24434078,-0.56417936,0.7365914,-0.57035655,116,116,116,114,0,2,,0.729817866569782,474.20226839916114,true,7.1437745,1.7571743,2.5332887E-5,5,15,true,0.27617133,0.5559824,0.32406774,0.5112893,13.282777,50.313488,29.622923,35.769222,106,687868.7695707078,930.9605824527738,10.93100608339505,NOT_AVAILABLE,124.73829743291928,-3.6467256727683,43.96474024315643,46.92021402347083
,4016-1038-1,1635378410781933568,426956445424221696,856203,2015.0,11.855616648252195,0.23134844716336544,60.6099815079141,0.1712610777705093,2.1465645624606466,0.26436129409460934,-5.117359873089325,0.893080904446892,2.419104357127706,0.699359863454563,-0.67471063,0.4907299,-0.83473736,0.50893664,-0.3568107,0.64118004,-0.32482937,-0.68139243,0.37493828,-0.45650485,133,133,131,128,2,5,,0.43003035549962754,454.2801260297123,true,4.2861657,5.008747,3.5773955E-5,5,16,false,0.41941926,0.30449665,0.4532294,0.4822649,-3.9089904,53.901688,31.276644,18.836775,130,722385.0526872134,1434.4412920490772,10.877848185979124,NOT_AVAILABLE,122.43890843052945,-2.25792461402896,42.43428351242395,49.402209114878026
,3665-717-1,1635378410781933568,428307126738237824,1946731,2015.0,6.096917625573633,0.3264447530937929,59.556792401515466,0.13624315264340556,1.199126145002929,0.4984045161215284,-6.543428862001109,1.1255005849920254,-2.0853435023517433,0.7952519178285824,-0.3200087,0.8418174,-0.8916643,0.68018425,-0.26893687,0.2087997,-0.4327394,-0.86314446,0.8404905,-0.7340946,123,123,121,118,2,5,,0.6012441943370754,711.1049594018492,true,5.9124746,2.6663134,3.210173E-5,5,16,true,0.34371042,0.38020664,0.28042495,0.4384084,-148.345,34.058453,-46.729286,21.369795,121,484491.92298596527,1202.7918612889246,11.311553710641197,NOT_AVAILABLE,119.50622350186396,-3.134914855287557,37.907020436031154,50.316550105426266
,4014-268-1,1635378410781933568,429442819170549120,1257912,2015.0,1.7500386214188044,0.1794739008595356,61.36972971365291,0.08479638265906515,1.1660396954456664,0.2809325375974796,3.9210005953312383,0.7053922856554949,-4.620582588690921,0.443361658721646,0.09877234,0.8135309,-0.90157664,0.52915055,0.068026744,-0.11568797,-0.0827186,-0.87797415,0.7505831,-0.5818921,151,151,150,149,1,2,,0.3184801616670519,150.83879856159436,true,3.2446713,8.674744,2.5305768E-5,5,18,false,0.22901802,0.06247557,0.3711116,0.41872635,-140.52034,79.92719,52.0227,9.048061,159,1132222.455471001,875.617897701912,10.3899406537506,NOT_AVAILABLE,117.63363428490649,-1.0440472420314135,37.12684700990108,53.08055266792062
,4019-2369-1,1635378410781933568,430557071130407040,231255,2015.0,6.720484764981719,0.187880341608523,62.5196560515474,0.10121152040783365,0.6571343935078132,0.28110123648658797,-3.598177084022629,0.7072168526225429,0.5181508466305389,0.6011086483948597,-0.13515428,0.6572369,-0.8712682,0.49825752,-0.015165377,0.08958244,-0.1945274,-0.7776045,0.774457,-0.56749576,159,159,159,149,0,10,,0.4084451314708585,172.40678879669184,true,4.083026,5.741018,2.0106307E-5,5,24,false,0.18276969,0.10689221,0.18094505,0.5495969,-90.54385,54.709637,51.936188,15.79214,183,177388.77200868333,81.97081094365268,12.40245474563385,NOT_AVAILABLE,120.10336370151443,-0.21715560713170526,41.288512888195164,52.41802179779583
,4022-199-1,1635378410781933568,431714547632648448,303950,2015.0,1.212786383222124,0.19802156922697697,63.94721502399121,0.09471051283777618,0.7048299082126452,0.33950008988923314,-3.251279990579481,0.8956480958633172,-0.9050585676683804,0.6201370766457897,-0.21035786,0.8163092,-0.88819414,0.6538854,-0.25287184,0.23859094,-0.2785353,-0.8907411,0.8166958,-0.6929585,124,124,124,117,0,7,,0.3920360809700493,263.15118758108565,true,3.9290252,6.086035,3.2221484E-5,5,19,false,0.17521995,0.017804718,0.4396887,0.52987146,-75.50357,-38.176487,52.150055,11.5519,154,402643.216860956,578.6374258567714,11.512469095997542,NOT_AVAILABLE,117.84334342147241,1.5366936859277318,39.80330217903077,55.140777083430166
,3297-1261-1,1635378410781933568,433973047595111552,122830,2015.0,43.296702051232,0.28304995878872435,45.640538984697734,0.1525100954406702,1.4790053037594308,0.22172008931999143,-1.254949342510629,0.8639734916923901,-3.2082265743114196,0.37455235302757667,-0.5628334,0.613523,-0.85195905,0.5451628,-0.6333883,0.602039,-0.67669857,-0.7106933,0.55138636,-0.61050594,106,106,105,98,1,8,,0.24901302222584687,99.43166837894198,true,2.6124194,14.531114,2.7392703E-5,5,13,false,0.21015587,0.38189024,0.24773164,0.5925011,-146.63873,8.229025,-37.379726,32.34965,115,426357.78482743737,1208.6298265351672,11.45033457100411,NOT_AVAILABLE,144.17373440569352,-12.150127893673705,54.91009297779676,27.726364166911058
,3319-915-1,1635378410781933568,436442550711733632,1764398,2015.0,49.35023350894408,0.4429170179757556,49.35387519418702,0.2344941956191026,4.9486695013055595,0.30942750317736883,15.418277380251073,1.4731677670947239,-24.360924034379458,0.7027905458170189,-0.57971233,0.4727302,-0.91973203,0.6903794,-0.42121187,0.66205776,-0.8021186,-0.5536325,0.4398315,-0.7012901,132,132,129,127,3,5,,0.6215762346345484,733.2786856631018,true,6.106786,2.476915,3.1428615E-5,5,16,true,0.45381105,0.33730826,0.4293631,0.5414711,-52.13999,-25.009876,-45.73268,38.144516,129,493957.6386848074,2213.376163218313,11.290545799194774,NOT_AVAILABLE,145.89876419537703,-6.897599661745451,60.67043403619398,29.970342674698912
,3300-2420-1,1635378410781933568,438375595232859520,1803986,2015.0,39.41944929253146,0.3081775010340488,48.489850238061,0.15946604647057247,1.4898339626461368,0.25092836454553774,-5.182276814773384,0.9954682695620362,-3.934772383655402,0.3399262469897777,-0.3601473,0.6187149,-0.8521549,0.3150429,-0.5756766,0.43074036,-0.6324477,-0.73238313,0.32993293,-0.471311,88,88,88,82,0,6,,0.32663224412650393,91.23188806221536,true,3.319925,8.985547,3.2644286E-5,5,12,false,0.3607474,0.3751758,0.44351634,0.5623532,-130.72098,9.391757,-36.96165,30.76499,104,377298.750606422,483.39841851028655,11.583056646157656,NOT_AVAILABLE,140.48627269912944,-10.727371256518678,53.18384972542403,31.308374345639592
13250,,1635378410781933568,440752258334859264,1769879,2015.0,42.63822277425988,0.18652784324584853,52.2830142058888,0.16354914783653407,1.7077204577512939,0.2885651027325142,5.825045732713598,0.04100257526869687,-4.126979495088925,0.03338934740022734,0.59699184,-0.51331854,0.13001409,0.10598988,-0.42384908,0.11137022,0.13355914,-0.11722598,-0.07042345,-0.007197373,230,230,230,223,0,7,3.741368,0.7341435315255587,402.42062576733593,true,2.997865,1.7921358,7.017883E-6,3,29,false,0.5844704,0.5030737,0.59021455,0.5809326,-70.61012,-40.7285,-42.98042,39.561207,250,1.6173902000201048E7,6553.417546202137,7.502733045502545,NOT_AVAILABLE,140.7353058631539,-6.422661181681683,57.069779366215464,34.120374313283165
,3717-176-1,1635378410781933568,444288150290834432,1881020,2015.0,58.1479787363585,0.7388724057441478,54.01685723880003,0.14572039369145395,0.8042219170786619,0.33378763789599825,2.511320288400637,1.9649768792712388,0.3556766777887221,0.38439329203832895,0.15527782,0.86822784,-0.984825,0.37811977,0.048563823,-0.11139271,-0.7236234,-0.8915936,0.41323578,-0.4536439,125,125,125,125,0,0,,0.3116975925873481,140.47913012020163,true,3.1821988,8.382025,2.3335182E-5,5,15,true,0.4803271,0.4972488,0.39945525,0.37597626,-124.80329,14.964522,-29.016947,25.221296,125,1152973.7064252587,492.17568322826935,10.370221555544436,NOT_AVAILABLE,147.61164280383926,0.06249419276744611,68.31534833624619,32.94941435663984
,3707-202-1,1635378410781933568,448128778766395776,651059,2015.0,52.483788841879935,0.34679783508938133,54.71646178694347,0.195675333972381,5.877749818577716,0.25853283641257613,22.67135101569869,1.0329006076639378,-20.420847490106844,0.5278354209902731,-0.47782692,0.63986135,-0.9202283,0.5796448,-0.5390529,0.5319116,-0.8450914,-0.67851925,0.618349,-0.62854654,176,176,175,164,1,12,,0.48099793882862,315.5204164280288,true,4.767907,4.1647034,3.1166925E-5,5,21,false,0.33316225,0.2662466,0.075621486,0.15574175,-110.08135,-6.5858216,-47.153362,35.940613,180,336696.9401161073,307.6798197740354,11.706672139938393,NOT_AVAILABLE,144.5540415144484,-1.3605253838888431,64.7266669504022,34.520322911617505
,3303-1920-1,1635378410781933568,450863092386016128,573568,2015.0,38.001979906075164,0.45417612199878465,50.420612268376196,0.23018762948459454,1.7484672964127002,0.36621690977016885,-1.1443391735861854,1.4346184688674886,-5.955670532190039,0.4636866438471422,-0.35006842,0.76488984,-0.92170346,0.2676427,-0.52828735,0.41400254,-0.71029216,-0.8298048,0.31948057,-0.34857532,110,110,110,105,0,5,,0.6737457234017915,173.4157511416408,true,6.606109,2.1651325,3.262904E-5,5,15,false,0.35505095,0.2151692,0.28215364,0.5652778,-133.64491,-0.068827964,-37.022583,31.328522,126,315873.5890465613,187.71122890949383,11.775986776308194,NOT_AVAILABLE,138.85361942883935,-9.316085954172598,53.00970422788886,33.4425689063945
,3687-1754-1,1635378410781933568,452483428931843072,500587,2015.0,37.99845900606483,0.2858247494402904,53.18101566329296,0.1637493143555546,1.1800185023970524,0.27443964610701366,1.2019048226264573,1.0390842182580806,-2.1793302326736645,0.408465120249544,-0.16762803,0.6439582,-0.93229073,0.36405525,-0.48026392,0.35846874,-0.69211835,-0.7757634,0.45301822,-0.40279365,231,231,229,223,2,8,,0.4296120706675575,539.1538490808022,true,4.2822237,5.0749507,3.0438372E-5,5,27,true,0.6438329,0.607192,0.62250316,0.7980416,-65.64401,-52.993694,-54.804005,33.611423,238,440071.31599722005,1045.5251623687145,11.41596240879368,NOT_AVAILABLE,137.7868464580622,-6.765735062826142,54.28850075681734,35.99510659214558
,3704-1088-1,1635378410781933568,454370397041057792,747770,2015.0,41.56194101122068,0.4747020359848428,55.428480682608885,0.15497464746180808,1.1066210262926817,0.35536875737512036,6.307060514247462,1.4908124836300962,6.571911139453519,0.37520584179798355,0.43401462,0.9237277,-0.98482114,-0.24053368,0.4332274,-0.41583797,-0.8099763,-0.93381375,-0.27007756,0.22180302,148,148,147,144,1,4,,0.38491032383425183,310.5020249858798,true,3.8622763,5.851893,2.7779626E-5,5,19,false,0.3873365,0.11171587,0.070420064,0.35413802,-77.66683,-45.2786,58.410934,37.44585,158,892971.3428058043,787.2806302050648,10.647676259455137,NOT_AVAILABLE,138.78309499538253,-3.869927614637702,57.75048644033884,37.28121207429297
10713,,1635378410781933568,455794745633951232,1587978,2015.0,34.48668998228346,0.17471939760963234,54.46417626560542,0.33265503986152783,2.6178031850675194,0.4043324705730546,-7.810031013205105,0.04336863706338234,-7.072876117536659,0.044231455325053765,0.628317,0.0018591923,0.10060259,0.1967572,0.41169658,0.10041252,0.27648902,-0.027293416,0.12922974,0.05810156,174,174,173,164,1,10,0.3797741,0.8862057016629551,790.8065896141561,true,8.647175,1.2262096,2.235308E-5,3,22,true,0.69703287,0.77005863,0.6750965,0.86765337,-68.25811,-65.34683,51.428986,26.694225,187,5289192.819624017,10173.609935167065,8.716296564627214,NOT_AVAILABLE,135.37784039633033,-6.303710396655561,52.55723276071448,38.00268485680331
,3689-2099-1,1635378410781933568,456978541699928960,214500,2015.0,33.29510759649876,0.30194114751036144,56.08638480481385,0.19019216274731576,1.5884638216244789,0.2847129614776657,-1.2954243008793682,1.0223594167379246,-4.539760494061122,0.39263089597828327,-0.27716085,0.712818,-0.9553206,0.3225318,-0.60494894,0.3861987,-0.6870463,-0.78658783,0.4876159,-0.36600173,154,154,151,148,3,6,,0.406709632497136,179.04141399880413,true,4.0667195,5.7018905,2.6600845E-5,5,21,true,0.6004835,0.41389024,0.2596252,0.33678505,-95.416626,-69.679726,48.83377,20.32713,181,253320.06679052548,121.07365371668477,12.01559607918642,NOT_AVAILABLE,134.2086567848763,-4.985247168452224,52.6518399397183,39.759564775670874
,3699-1568-1,1635378410781933568,458211506551534592,700049,2015.0,38.59414642758948,0.45725513544777074,58.370286882872236,0.16090995501735603,2.445311967338456,0.22460911637030626,-5.531799693967509,1.5867275990518324,6.459415550929467,0.6778318230999866,-0.5677572,0.6244628,-0.9688359,0.79860467,-0.49333763,0.57444775,-0.6727146,-0.6250248,0.5822472,-0.8258382,165,165,163,155,2,10,,0.3219372653153636,219.4074390746559,true,3.276563,8.926112,3.572687E-5,5,21,false,0.5643937,0.084656544,0.10693255,0.06821404,-81.950615,71.34716,59.375237,11.313088,180,344755.04741421854,297.2064853844476,11.68099348079554,NOT_AVAILABLE,136.10107489428339,-1.8447426272689647,57.31517683569765,40.62209055678608
,3698-1611-1,1635378410781933568,459221373621898496,509031,2015.0,35.25083365388697,0.37958061378649977,59.51246958751774,0.15846966654198824,0.6542830285874454,0.25346542076107564,-1.491538248335842,1.1715267490838919,0.1799462546272882,0.47933262964345547,-0.28977472,0.5538629,-0.9327092,0.45153832,-0.3392689,0.3294109,-0.6093785,-0.6467587,0.4853756,-0.49284276,175,132,175,125,0,7,,0.5182336025265002,193.09787258658588,true,5.1213303,3.5473595,1.6701522E-5,5,22,false,0.38503367,0.08086176,0.13335833,0.31023297,-92.95008,-11.074718,-24.366339,-41.921337,191,135126.559966041,56.945155507536924,12.697918262103487,NOT_AVAILABLE,134.07874497166534,-1.406906506057046,55.8778711942724,42.388420904261665
,4049-19-1,1635378410781933568,463476243104069120,671684,2015.0,50.81434280475029,0.4050249284738172,61.660018776717344,0.1945473698191596,1.2160847969028734,0.25916271968114934,5.9456997845165285,0.97672986648836,-9.149905710320839,0.5046572716707254,-0.55288965,0.15750258,-0.8595641,0.5174374,-0.30289167,0.58348125,-0.83271456,-0.4705287,0.5333722,-0.6332001,115,115,114,113,1,2,,0.3763879993119668,137.19839189813715,true,3.7825544,6.1367617,2.9432167E-5,5,14,true,0.32604215,0.4959291,0.20301777,0.44386232,-157.35986,6.3071513,-3.5771523,-27.840408,124,1111167.234734843,683.2732337118172,10.410321496918666,NOT_AVAILABLE,139.94816364914524,3.9111358510740226,66.43553437373484,41.38833700109417
,4047-1865-1,1635378410781933568,465248862006681856,918403,2015.0,39.12834609534804,0.4389765115134611,60.63849341629961,0.3287618237356509,2.5281081784412818,0.31619486390886364,-4.123436727901289,1.2405273343936651,-5.987656117476633,0.8174807455388022,0.5593279,0.7575829,-0.95939773,-0.3425069,0.26297885,-0.5398621,-0.82880443,-0.72491354,0.026819691,0.37867862,98,98,95,97,3,1,,0.44704257088445215,290.4628712506215,true,4.4466653,4.424958,2.2412012E-5,5,14,false,0.52223474,0.42014354,0.29419628,0.32368368,-87.00015,-64.643135,17.42709,-24.755571,124,1836177.8718835795,6545.035689901429,9.864983190528472,NOT_AVAILABLE,135.4654594494275,0.3494017808672334,58.90172829327629,42.57426474911313
,4052-2137-1,1635378410781933568,466773953357203840,365249,2015.0,46.4977482663695,0.7640931440458121,62.586241029926306,0.16391111838221098,1.766050201463826,0.6968297950511577,-4.051876250158632,1.7365490625199824,-1.7268290107271742,0.8758863675205115,-0.16640736,0.96311826,-0.95624316,-0.6104521,-0.11858054,0.19128236,-0.31965798,-0.8754372,-0.7252463,0.4235576,82,82,81,78,1,4,,0.44162797643307733,301.71148926087614,true,4.395547,4.6944356,3.2212145E-5,5,10,true,0.49662706,0.36734995,0.3233879,0.14497565,-72.16936,67.62636,35.40773,26.778793,82,793200.4155363898,2149.1775402174276,10.776312731219196,NOT_AVAILABLE,137.73884581157347,3.6482533730047515,64.33249061242172,42.9697370356426
,3726-144-1,1635378410781933568,469069390037932160,285751,2015.0,63.25158680964051,0.323924261048385,57.0546502901987,0.216315949618736,6.922071643613296,0.2750160319849128,-37.58157794070963,0.8472452005021179,0.9454729525207961,0.5350507461724537,-0.44243935,0.51344866,-0.84456855,0.49732476,-0.24860297,0.433635,-0.8753699,-0.4190749,0.35705456,-0.60396427,254,254,253,247,1,7,,0.5886705396395233,494.5586643014715,true,5.7924023,2.7215657,2.2478709E-5,5,32,false,0.45164835,0.59234136,0.37576517,0.5223938,-140.15086,19.800262,-43.75016,20.164991,270,3937646.3444884135,3001.984883408113,9.03667829419706,NOT_AVAILABLE,147.77546493479198,4.248699954186482,72.56488405582475,35.2232414102793
,4078-926-1,1635378410781933568,471346994012184448,1633452,2015.0,70.95111547651868,1.0119744633951466,60.19194144183323,0.9198781826059704,1.4793137100688547,0.2916710925085442,4.3471049912144935,3.406459969267016,-11.654818146586837,3.1072655087237613,-0.9574941,0.23802829,-0.936658,0.9218434,-0.27961463,0.9205143,-0.93080264,-0.26162776,0.26766405,-0.97633266,80,80,80,73,0,7,,0.7745333688808632,280.05207562038055,true,7.573136,1.6548289,3.0191772E-5,5,15,false,0.16516775,0.72326076,0.097329855,0.59163535,-77.299034,42.506336,-10.114696,37.998394,98,302019.4023954152,106.83109396249606,11.824682954108301,NOT_AVAILABLE,148.24837819732994,9.31220936182092,78.19490322562889,37.53092720330438
17540,,1635378410781933568,474143189520977792,1840171,2015.0,56.33702251034723,0.17533646972086495,60.3509178157756,0.14474673634312718,12.732843843836415,0.22868577941071572,-55.0786592062701,0.08577593535909897,-4.85959431135612,0.09312035471770969,-0.27296454,0.021666743,-0.07598937,-0.02572912,-0.07653669,-0.028606651,-0.13377856,-0.024241302,0.037916172,0.050419264,213,213,213,199,0,14,0.4429291,0.5096893729700209,143.9163825007624,true,5.0401387,3.5488157,6.012781E-6,3,26,false,0.39319602,0.31995603,0.04190728,0.026770292,-116.48495,26.836958,-1.0897905,15.9588375,215,1.1689392120023008E7,8676.021182356222,7.855290245684415,NOT_AVAILABLE,142.8933520911252,4.405037874773124,69.24201146440029,39.31469350637185
21229,,1635378410781933568,477009650696071808,1420820,2015.0,68.31462051105628,0.12735968750218546,64.9879516938717,0.21270696090214467,10.587183505120569,0.5614012429013092,22.625377814233783,0.02813567834255705,-68.39325376601805,0.031175545830914683,-0.010295772,0.07171463,0.18932568,-0.019835036,0.46895674,-0.029371237,0.23742309,0.014731998,0.1465146,0.03989212,243,243,242,241,1,2,98.175316,1.07419963065671,665.4829889625523,true,10.459121,0.835583,8.597926E-6,3,30,false,0.4733813,0.39206487,0.5885233,0.64232194,132.10805,85.50665,-22.087433,10.651571,247,1.8500858358912215E7,4196.16304701312,7.356790368253105,NOT_AVAILABLE,143.7517176723684,11.52775731380214,77.7727114742596,42.466489619437986
,4089-473-1,1635378410781933568,479886247989890176,1648536,2015.0,83.69727041956068,0.06430437393223748,65.14799866071834,0.1177664622184157,1.0151257770641489,0.3181431458248535,-2.406093033616111,0.7834421643013516,-10.260431885011657,0.8410879091241589,-0.035516094,0.10819159,0.10289152,0.06306141,-0.31796178,-0.25705937,-0.06587356,0.8590353,0.30806,0.4124362,116,116,112,115,4,1,,0.2999914713938929,153.7269269903038,true,3.0746965,9.629728,2.084459E-5,5,15,false,0.51567656,0.49960297,0.08922011,0.2996633,79.118706,86.30877,-28.134378,26.190357,133,2076844.5666591113,877.83118753507,9.731260077158808,NOT_AVAILABLE,147.44776281614432,16.91673332518661,86.45238142894635,41.78631567369041
,4091-1054-1,1635378410781933568,482809574530645120,887341,2015.0,74.081968279846,0.11757486590575796,66.32849196945767,0.2000426727822473,1.3922264717728212,0.22288507089097984,5.589350516279132,0.408300489115432,-22.912232288249285,0.5643784931826332,-0.13131571,-0.102667846,-0.38166076,-0.017295869,-0.09363672,0.029449174,-0.6138026,-0.052781705,0.2932215,-0.5068177,291,291,290,284,1,7,,0.3786216405236104,269.9442200051437,true,3.803437,6.454469,2.9431349E-5,5,37,false,0.39463732,0.5264969,0.4222013,0.15798084,-148.80676,59.959347,-11.734134,30.635523,295,331168.1040046157,535.0022105783667,11.72464880969558,NOT_AVAILABLE,144.21802694842503,14.217259721149759,81.28746226896742,43.36998289429857
,4343-179-1,1635378410781933568,485480700591295744,1956673,2015.0,80.94103050160494,0.12243175236122075,69.26673587563344,0.18443934471714596,6.8459254210227325,0.3120250005585844,1.252928834726566,0.7338089193664246,-22.75328794952422,0.5436969942138132,-0.4762952,0.24851936,-0.17445967,0.26457986,-0.4959649,-0.21317619,-0.538443,0.69073147,-0.0038994031,-0.4298363,69,69,65,67,4,2,,0.27451062341086135,101.91099053346277,true,2.8422964,11.3807125,2.6065183E-5,5,11,true,0.1941931,0.5273579,0.19120872,0.33528882,54.21835,54.956974,-43.513092,23.88508,83,801194.1714257877,806.4569263671849,10.765425610835198,NOT_AVAILABLE,143.13258188127136,17.989435979105583,85.3998862829185,45.972067883029084
,4057-1050-1,1635378410781933568,487915981407021056,454435,2015.0,51.4101604200485,0.4206989087430566,63.78788327322245,0.23252903397189625,0.9004408612602098,0.2833220329543703,0.38084769682572883,1.125020596210922,-3.1303000942912735,0.5894177118008156,-0.70647913,0.67689985,-0.95534545,0.71502066,-0.6910482,0.70269704,-0.84756005,-0.7172948,0.7052333,-0.757902,133,133,133,126,0,7,,0.46395278086182123,154.36196666814678,true,4.606509,4.5232453,3.069326E-5,5,18,false,0.48314756,0.26618266,0.28129652,0.4032607,-126.73171,38.077404,10.35786,-22.669071,144,257153.81214867518,154.40330421603662,11.99928764670037,NOT_AVAILABLE,138.9953429296926,5.83494160114045,67.75612748207668,43.29879810208016
,4057-318-1,1635378410781933568,491200085201429120,444034,2015.0,48.61540002320189,0.0982846013184571,64.72542470849285,0.22342288972340232,1.8931035466887933,0.2825212094089288,-1.1153276566121575,0.5341353033309009,-3.9821903361282476,0.5754188586067498,-0.5030303,-0.34078774,0.1767677,0.2813108,0.0035421308,0.24534346,-0.7674876,-0.61420614,0.24171549,-0.4813374,258,258,256,254,2,4,,0.5142737640170217,481.4350753290077,true,5.0836954,3.5772014,3.3088443E-5,5,34,false,0.54349536,0.5637753,0.62126666,0.7152565,80.44923,70.81553,-38.279053,-15.40635,274,307164.1429239968,328.69037056061063,11.806343772414074,NOT_AVAILABLE,137.45941249673228,5.9677886994644584,66.6424763541323,44.60613356896202
,4331-398-1,1635378410781933568,494495218469492736,180431,2015.0,55.7297750662252,0.13069169527670865,69.42313205027256,0.1619232296536779,2.466047600318511,0.24820149748128095,-0.23591194087731182,0.44355851241933497,14.899854950686892,0.5871101983301127,-0.38201177,0.19085963,-0.526323,0.30768123,-0.5237406,0.3515636,-0.6424149,-0.28833395,0.7079907,-0.44525543,148,148,148,141,0,7,,0.39114310140249936,353.8530684307853,true,3.920656,6.196439,3.440056E-5,5,21,false,0.09238753,0.27464038,0.18738903,0.4834529,-147.26782,55.556248,-5.6453924,-10.202958,163,395422.1963999638,716.7791222854116,11.532117453600119,NOT_AVAILABLE,137.05034575770236,11.3992208761294,72.78838698585412,48.023158326214
,4346-1164-1,1635378410781933568,497226164835998592,1093500,2015.0,73.50346137201986,0.15683153610960715,70.2259733278724,0.2359065991878499,1.0985932653334167,0.2439710958643244,-0.7502819172080881,0.5148816798966602,-3.043050064830567,0.6641033799838164,-0.09674418,0.009389306,-0.5055113,0.099837705,-0.44960523,0.17637376,-0.6998802,-0.11087176,0.42115197,-0.46716237,245,238,238,221,7,17,,0.6207174035140296,294.9296411601957,true,6.098574,2.549061,2.3947123E-5,5,30,false,0.2421534,0.26426226,0.14739463,0.28741628,-130.19342,66.32915,-13.204838,18.011276,254,195690.5343196398,61.4746702028666,12.295845516202558,NOT_AVAILABLE,140.82818897627757,16.349153807956405,81.86366706626646,47.25223826160751
,4356-399-1,1635378410781933568,499806134510131072,2028442,2015.0,89.5788254011708,0.1638011576658231,74.58258583055351,0.27896907889115014,2.929707197662828,0.21846110657664658,10.717370850044295,0.5889281808506,-15.959867338436737,0.94266353871019,-0.06478171,-0.17901814,-0.18940778,-0.16462803,-0.10591484,0.06587874,-0.53748935,-0.0413897,0.25652438,-0.64053637,114,114,114,110,0,4,,0.3173949412940589,138.9391116586085,true,3.2346668,9.03921,2.7306725E-5,5,20,false,0.34994155,0.5286914,0.40907258,0.23251928,-154.66887,64.11612,-11.370843,-43.48876,141,529864.5383172914,366.30208155270026,11.214357926540206,NOT_AVAILABLE,139.2146804348222,22.65754972897921,89.82153469411237,51.143565905074766
