ra,dec,phot_g_mean_flux,l,b
28.02459915253378,51.80608771205496,176092.648170981,132.38410034819415,-9.948917206509835
23.923850397733915,54.351089271585906,339927.40925802547,129.41663883161362,-7.96247687787553
19.472051693601014,54.04810842640217,400406.75072236767,126.8529245932318,-8.622148832067136
21.175427625785126,55.66336619449154,672367.4096179361,127.64556538905887,-6.903653635605818
17.729983292562494,58.09896092862051,1028559.3797326416,125.51211081221793,-4.675154744781169
8.759359188726153,53.154206793951346,1117017.3688885628,120.4393676140646,-9.638152046318861
8.246212835479499,55.78744452029031,369395.48972265795,120.32053429312793,-6.990713371775132
5.126823148858985,54.942754877987724,450111.38738956605,118.45938223532907,-7.660168845637285
0.658872633225902,56.657291527911035,309677.42977209506,116.22953261227373,-5.57804177101337
3.8686213367409925,56.13597888442587,1114612.4168580028,117.90495238873405,-6.384351727457149
15.461815600581717,55.838694306359734,1.0052518230100732E7,124.40383579079153,-7.003303526720176
11.598883187805123,57.13888306749594,372778.8647477891,122.24452323747093,-5.726136779893932
16.424267485718065,59.18186827324427,533837.2940256898,124.76103332313501,-3.6392311440585914
11.779963007293073,60.6178478503291,1582462.3745684596,122.40188939235415,-2.2494581981407356
6.287871340879706,59.612123799085786,284635.1648534546,119.60825438659789,-3.089884395034983
1.5761272635563113,61.07038358056788,2172467.9561153147,117.49939528279266,-1.324415056361719
7.175124224624714,62.56767520877257,1733720.7377937716,120.31650546780325,-0.18855386097416843
1.2413498547127897,63.97593777345495,318914.1829549302,117.8608409342631,1.5626989573276668
43.27754060648,45.7209752765727,454561.9768010855,144.12365721950277,-12.084920570180856
48.88833565413123,49.15491697789146,1.1737578318776898E7,145.74756601434711,-7.226171448866758
39.34758065603541,48.54803079867398,248535.2065924275,140.41801437541835,-10.693418040193352
42.67307088458732,52.32429190867306,3648984.478628563,140.73602329128803,-6.3762133030606964
58.30304078471902,54.040889930828605,381410.0530574697,147.66690787570852,0.1387759479110921
52.26098728699391,54.719768024978315,541424.9339336908,144.44608156021405,-1.430693878930742
37.92414079263251,50.51519196973996,463813.96813756705,138.77057074589166,-9.247657828276893
38.05574244206105,53.1987319811306,478252.4144479479,137.81200041905208,-6.7362748250567535
41.59462774266406,55.446879331785624,200429.93970652783,138.79198264218326,-3.8453566980880276
33.91408771781974,54.249483115630035,280461.663785169,135.13079868743438,-6.615437941012867
33.26274236691213,56.11990647140555,191910.5049848657,134.18095353093597,-4.959021186895983
38.547708695369465,58.40548447694184,6070044.812241922,136.06500781220092,-1.8216806363930682
35.26964752907742,59.55026565177346,732611.6818370824,134.07489531373082,-1.36811551854334
48.79357845530404,57.91644397149546,204386.78568958942,141.0944062875229,0.20534289823298318
49.42636415899731,62.35274506851802,7605953.683748699,139.02347001825754,4.142174453167814
38.69853601247082,61.438091024552094,167156.39641006093,134.9612781314811,1.0040039015766404
46.70561568637802,63.20970924727897,189261.7160576935,137.51161795960886,4.236718786168898
64.17782552168845,58.15485538125945,515453.1066788981,147.3698307815409,5.385917207259538
69.77348933012547,61.40054713420438,5095077.629991766,146.93798472358213,9.658976321445593
55.32339290214719,61.1347335379756,508658.1126086534,142.02050528343378,4.725509284917374
72.80566659350625,61.52656184731574,4220446.655812787,147.77745429582012,10.855378963749702
86.4678860230822,65.86531262973983,3713585.371724092,147.33031127939827,18.266159890080576
72.36334672959828,66.46157470157057,270595.16689179355,143.6805393508578,13.749014990795494
82.0943380161968,70.41841604223094,585711.0004975105,142.2753529404077,18.89658219252881
57.96774669652971,65.04772313191647,2045954.6770832282,140.52252129355114,8.53645284243394
55.370767696720726,66.92208603449679,368150.5645739196,138.50320076207635,9.342317112860853
56.88001189975216,70.2352674927908,454682.7071235299,136.84769867812253,12.280965182337686
74.41702432972902,71.7514738584668,449312.9165606808,139.71010375940145,17.47667925203252
68.51478117789885,71.47330521462797,979095.749766575,138.75655472829533,15.831588155407864
77.19097402549136,73.90177952551143,1033841.7689800541,138.2912006927634,19.342076935439593
27.786314056330372,56.18438234938203,230396.10417645876,131.2153673315257,-5.7240952118315
26.040644796926177,56.88340817511059,615495.9001141428,130.11893477502423,-5.250803289666494
31.80021564145852,58.78774856914831,2.126212025866415E7,132.62590548505676,-2.6507113271394633
28.406510865420607,61.82802180695461,321599.7579676016,130.20175665652278,-0.16279984775432454
25.050193834426274,60.72064557495229,232005.77354057107,128.86198398231755,-1.5884350415183903
21.69026774038663,61.866456248438396,7146756.489155104,127.08337885558792,-0.7202392105562566
27.942473918466614,64.08686775492733,1334450.1672789527,129.46549702246514,1.9831137625024011
37.63555636838314,63.187946590741845,1378721.7005682844,133.8380210629913,2.434108454418601
38.41752134622042,64.78725700733509,396626.9679392859,133.54859760193094,4.044016960771561
24.167635900374396,67.27556288184527,256984.79348083684,127.29134982582946,4.787456853789234
17.106487419310984,61.72476229516642,385725.7701658352,124.94268833248215,-1.0806452979907735
10.590065996515754,64.70610479130525,1446300.939346614,121.96198755691258,1.8514518237062982
10.117299012941494,64.29253289286845,5968148.488296397,121.74241606831028,1.4461191737543682
5.240791630014763,68.33246528528908,245600.44787227266,120.1125068677657,5.627698969363245
17.697652404179966,70.89402704991775,209081.37981353034,124.52972788773836,8.082340060450074
22.178076089153162,73.9515786312263,487619.60529744305,125.54803302044574,11.269457324757829
5.640342831244856,73.82592330889082,778211.7248809497,120.88784699236169,11.068885999108065
47.292490219297754,67.91438188842241,834760.0973163557,135.34283260705962,8.425764296940041
49.06606080067401,71.56401757790755,2965141.514280622,133.93596840213874,11.857501790078496
37.77860063946113,73.01794380183215,239432.38149997673,130.14780563631174,11.55801143712461
57.87289492995611,73.89252072816367,813206.7687284661,134.66870856372287,15.279411776353117
82.357252260974,77.97745201773161,4.0439245735606104E7,135.1142832768983,22.398946156449803
51.23025415534386,77.52441280695024,468951.06165146804,130.99819467811122,17.126632765400817
78.78636102364793,81.9653850096981,2243130.199799497,130.93868977582102,23.62612570345131
44.18366631769336,78.43711543154936,791938.7787257786,129.1917068157881,17.117970688580275
1.5622392852242353,78.46197419003536,262764.71628258395,120.59813281672027,15.795499271333274
6.8931163158000395,82.71277188221579,260255.66742348956,122.12860390076416,19.87827436376939
74.8054262148132,83.35544093593707,222022.38013017675,129.34271015623594,23.8591044013801
14.345415025517584,83.70815439215444,3188168.7870984576,123.10614645807804,20.8384151800684
132.7312861561386,2.2170452031536967,887125.3656660577,225.45786396292547,27.424308386293266
140.42484702973985,8.211802775408222,7780797.143641415,223.61706342636134,37.02487759497342
133.2081787372442,8.962265943413739,417571.2891061016,218.88792063281358,31.012258210546516
138.6009311535171,13.441516820731602,367728.44305960037,216.71336534314568,37.70686004812065
148.42328687348243,14.746523340096404,955690.7734760888,220.36417333622484,46.93793554171095
147.92572706602235,20.624618574789242,296202.2381658677,211.94563281118943,48.61469830086912
142.79804384160008,22.053886139153803,1256907.9061183617,207.87659550672984,44.487173856992015
145.93670107784996,26.873068151562926,1580591.657673243,202.11498496416883,48.44484294446365
125.22400888957853,13.950572309304617,248643.6976958918,209.98648081287615,26.013371837840715
123.74221428719339,16.860663961096556,3082074.1871648,206.3870039121194,25.840069554958216
131.94030505652395,19.77949978703235,2607522.572024483,206.50598632229816,34.149692167277934
117.71107377914848,15.20377391698935,487275.4911046885,205.56382029910455,19.85963871855208
119.55587014377284,18.872663949834212,395435.71704644884,202.68037331895124,22.919835207461507
116.31828575911888,20.387860972476926,2648341.9651293666,199.92562672573013,20.67200791841793
125.80018503265367,21.737391035028978,824369.0619935757,202.04568377861827,29.413266603421278
119.82144738526794,23.20383876114987,264235.2214062611,198.36875475496896,24.727228814697305
121.64720232918528,26.875629144616802,419830.82250298985,195.11944360693698,27.503501823475816
133.24862163734346,25.8890502279154,313225.23732576554,199.79785886751085,37.16635665300064
139.08243079338794,33.43999774684655,382928.05068282544,191.40118687073587,43.640927382818006
131.9921894214773,32.160472741284515,199658.95153804237,191.80016050207593,37.55419377400901
128.56741626559244,33.86533267440519,317356.1538385184,189.021732864196,35.07586144229001
131.8874179124603,34.57377930689975,290757.665411167,188.77895356398213,37.90418970064548
160.97729103489843,22.974836551770416,290167.05065565655,214.00312005000188,60.898209593260354
166.36928950809755,28.97716070225467,4929471.838904793,202.17321738857558,66.59754018147545
155.4838846336309,29.096275694557804,928799.5676795085,200.58042988517798,57.111901014717226
157.71818193647593,34.14289065919609,3625747.722790152,191.09383394895593,59.12182014364669
170.96429721930107,34.543024777580136,2665919.80918156,185.9860098257414,69.84415271458786
177.6453764681809,40.93409692800574,330145.860869963,161.2682537477403,71.35995123700435
163.0648086695894,39.58822311692396,457439.8534205082,178.53065243263697,62.348122259107
176.46082878827383,49.23745521461563,402379.59066701995,148.3159477286503,64.53252805001908
148.9016659670317,37.827648058042094,193037.13408880154,185.3376508180064,51.783593992821615
148.73495624258612,39.70123826229068,158396.36749755015,182.34086365814258,51.51803989663768
143.76118989651036,41.016125998996344,569111.2878078092,180.75585158710655,47.64074062642179
141.60487779692713,47.68101593194239,7826424.100763979,171.34866555897727,45.41161528549925
141.9680547938396,47.523443558688044,401521.52029422956,171.51841364925932,45.67743862643058
164.5093965251675,48.21869295229175,1418344.3407930282,161.5360005324491,59.52968022970901
168.3807671377802,51.813027137211854,379384.4286751076,152.9727463854268,59.22274085618484
179.9261036995366,58.59281147347942,279863.31253302516,135.38853613506984,57.26677233332051
156.0671860913653,53.69125398807715,203903.1692486501,158.22719529814765,52.13621697768174
167.6037879258378,58.31937506522414,444594.995169978,145.43857773838857,54.170869333786676
178.51182311009907,64.20949060277721,338855.1569429264,132.96918872822155,51.785840587756226
112.51914073323097,24.27700668875916,281852.08697549213,194.69094287216504,18.88119724100819
111.3948660501451,25.25801084346896,1361556.3490207647,193.32778525497952,18.302246805302783
118.54633169239885,25.634298047292315,1065926.1631082057,195.41988733378307,24.47020603547136
119.49465124342822,30.708716035490674,424242.0440400395,190.37047214892146,26.8665933552109
120.01345519806624,33.21577275998625,444955.34887953906,187.79959586674104,27.994751983963457
106.61520682032435,27.40691399866994,431952.8913438949,189.5423313984515,15.167753482932154
110.04599192772538,32.000873508874996,503354.0237293923,186.22707208319977,19.636942031538908
108.16190384048835,32.187146455239976,347182.7096578123,185.4455723338959,18.210100565684
110.19965313901666,33.24719988458829,486684.4044851754,185.02969616178393,20.187111435872843
110.99308862768721,36.40526733535654,616240.5435671097,182.06170496699986,21.836932775227126
123.77099654870065,31.198842406576375,356474.0266046845,190.9949649699425,30.525520421721023
127.64535331270193,37.209879073350116,451261.59145926987,184.83903607982148,34.952903711076274
123.09449634092482,38.6587660336865,437003.2359035745,182.36116746660537,31.682797719823135
132.02808988905701,42.016366204892776,454766.4991905931,179.35806698903752,38.86413114264348
117.89471961198768,36.808773141873,1111228.4090801962,183.3728035364277,27.261237346171423
116.46316872676039,40.1301146819004,357986.0072204158,179.44532884687428,26.996934905349637
124.74117943983595,45.665745646466455,601782.8056696536,174.32451864498287,33.91440077328449
118.26863763385573,48.50573978680933,3281152.26178235,170.38026303248728,29.882296139684073
101.96187336063811,33.16000368698759,1194297.7925595394,182.4457274782438,13.753304565264058
102.34745363647042,35.47824802142128,1558513.9827894317,180.3772281990491,14.961712009452764
99.06631529523703,37.320937007382696,532551.2174874699,177.5486088111286,13.275367176039616
107.16174457542951,36.922631572420464,447196.22888853867,180.46096035863044,19.105050991293915
107.70016860062488,41.44237101249416,1008741.635598721,176.06212457213616,20.98346385656655
107.24519684610755,43.38906824928242,480103.3248347525,173.96608194918187,21.265831054266233
96.87668783979659,39.324913151367916,498830.95202560443,174.94658282693405,12.54500549305284
95.93758981775794,43.26210264870407,245025.026742971,170.97390504364392,13.55593054761986
90.68126337033398,43.789086735307976,2543431.4263336435,168.76929117070515,10.370409593240435
101.0954117908964,42.53105701551163,1466514.1111186515,173.21067714028368,16.741305735414826
98.0582724898261,48.11727079591934,464236.8804469701,166.9658396804706,16.843287822182564
92.08050160940195,49.902320487147556,219455.88287975092,163.62780148306618,13.980801359593471
111.86358612904685,45.44025285575614,239878.1579827726,172.80796056450882,25.00066858032699
108.1727283908688,47.3765307331338,1671048.3552679736,170.0451898808666,23.037313987644513
105.7178581394583,53.83092868500243,269139.3074314903,162.8282496894174,23.222243287238015
116.3200008356683,55.64576069622919,389701.5647593869,162.0510486386411,29.56101277568745
113.26015910903487,56.65089399747367,1347485.442590993,160.6877370751774,27.984105074696565
98.45742787396408,51.6730776160376,3220096.8285078895,163.59154338879014,18.381924401940946
96.17170834404189,51.86398636891999,358788.34505367064,162.85969441662343,17.136404899214583
90.10370954658421,57.998361109584046,489553.9679535736,155.5353011296413,16.41260148462235
105.27741447393178,58.25986061952307,1072665.7991244833,158.07117772866312,24.050423353281793
93.81114390381391,60.94738765403615,750305.7384018288,153.47256257688161,19.307614976301352
136.5023723525872,44.094724055889316,290034.4025977366,176.71512102221487,42.17602456224832
130.1032322435166,49.802500366515034,1128633.6303444493,169.40413108745858,37.67977332316237
147.56295179209155,54.82661397081391,189110.73396976775,159.96344274309644,47.16927156396017
143.35496984745598,58.63332979021135,2526062.585823902,156.09281510215544,43.64378742072607
125.90078742940291,53.302644741673426,1194758.483003506,165.1096919415268,35.01361538597132
136.5233033972317,56.85487082658936,339405.12389513955,159.79211214778684,40.65689113676372
126.66571162751693,60.89313395452344,184604.88329303393,155.8274448132603,34.970014916570484
152.24299558076206,59.9072686342629,268028.7348542631,151.62042329099796,47.16025433695606
157.61029294250412,64.2574760641083,6.12722779057391E7,144.32265469608822,46.58566413853633
174.827389713169,67.93260584697123,146879.73956516568,132.89727289977426,47.77593770112577
147.43187570528855,62.62543126110373,1054423.1849765945,149.91998229772008,43.798023501222346
137.74314841826066,67.46414351085043,1.5262211183864491E7,146.46031551568026,38.04229242406507
164.63108485485986,71.58126273315744,256433.89755038504,134.69823662142767,42.87347403308712
167.5702462230511,74.51914977943422,1728062.441932304,131.60318689711247,40.861027675171925
121.23751388313796,59.20464983526915,282586.95283709525,158.04802800227571,32.36768073842465
112.44805376750259,61.502091967067706,768089.5189265893,155.17231139864052,28.12956358521312
123.78255471559052,63.745870768731834,581801.20890199,152.57227345778492,33.33524714019255
120.88101907766584,67.05008209244025,207699.17659143725,148.80513073676906,31.820040491040256
107.35303168894403,61.50167997831052,908941.8423884391,154.801212536109,25.721816858366093
103.54807930824549,66.83465627935728,1435691.460774244,148.66649991688195,25.0511380907373
100.93174552555932,67.24374268817981,551148.4927365236,147.99579578638634,24.136314873111502
107.03570792802512,68.43738707970672,253068.99353246755,147.13436939356419,26.608536962159665
110.04071515960204,73.92067002242486,740477.0174784097,141.05921408109336,27.966784600925916
104.71514570182157,74.65058985878774,510721.6532471564,140.1383837605651,26.5736131288162
134.6682138905418,72.2113999812578,217295.4313793985,141.4746403525433,35.274615257772155
128.57608930809295,73.32569513212732,613780.6031925948,140.9281436211406,33.20377412991761
151.33471465349328,75.57642402007116,123794.35690547457,134.93163246072956,37.41478327933621
153.99004422455081,79.46951208932133,2451855.4001886724,130.98985531301193,35.09557825236948
122.0193407541344,74.17658372769824,3541553.768842962,140.46110869342456,31.221807432227305
115.12634598162502,78.08290735505695,269647.9783139951,136.2740482558924,29.02576212909051
94.73105095266381,80.70944957766409,2151541.4317358364,133.12647583017622,25.447697316826424
145.76541018975468,81.56752551139175,3578539.910704589,130.26341813283707,32.677231213861695
119.94172297654347,82.08496274483414,226358.02597809167,131.6035083931075,29.185563343155007
139.34761826878668,88.31429012170635,2520833.0418876517,124.46857606339906,28.122286965973466
231.1454440238506,6.515497036972242,456809.57465733297,10.461281844290122,48.22838585373352
228.51679048089977,12.487811161957039,487667.94286491175,16.367372565541302,53.573749926551905
226.45217936265635,10.903318725333692,478381.29457423417,12.293253279204452,54.51031430162479
235.84288951685357,11.71095071133436,4.993716389214911E7,20.596877206051097,46.892445069799415
233.57488544737137,16.964112861252545,943327.1601366315,26.448455242324883,51.10206420931794
239.5899107075318,17.511182529282333,461503.15762532206,30.435732623901966,45.96853678004458
230.0147304330489,16.439363705959465,510641.8700674922,23.4553063906018,54.034282829638975
228.52714903308572,21.714488399834785,297800.83716822416,31.358427943683765,57.18616951360877
236.0581040701995,24.532887047821053,574777.8393218856,39.08550421654787,51.219298147816005
214.32150686195004,14.188392718670988,222469.02628485294,4.347675471141601,66.17402500219605
222.70211348778292,21.023366355317957,307422.8570666358,26.79923503264771,62.14933864888694
210.79559148621456,21.14133338399819,251683.07227903808,16.697963775136262,72.59303396132636
214.25700187660533,24.497150255898344,1531937.7113043198,29.94824105209414,70.58273828466747
227.40605847934472,22.662904406450032,733612.6715382402,32.53132789151757,58.44588788096263
231.22984130555673,25.721372047347675,533985.9718067634,39.47826469249726,55.742970214113825
227.78792165042452,30.152799008834386,302136.96043699334,46.97002214813138,59.31478029750892
220.1187841121126,30.52032889177115,1.229474501234899E7,47.53428240672579,65.93771104049303
223.6152417169471,32.86461109743802,458319.76903843554,52.63463670021357,62.8547990637215
226.6328293994509,38.98409329530878,8266339.888182099,64.47642559380033,59.53291436538926
252.00669217662588,25.42497325869069,1007740.038337339,45.36235466776209,37.44347462124036
246.28349687361347,26.32641766301273,1087059.5861277897,44.79242854855711,42.6524960837619
255.7902849067726,29.2280109476961,1390969.4963499983,50.99816510083565,35.17603846073275
250.41256004528154,30.61168421064669,235718.12775350295,51.40613124024313,40.026721875142584
240.35150856955133,26.478043715290873,501846.81745894486,43.32459160393539,47.86633217832095
239.35353837812474,30.365629008248145,613630.7043446951,48.89873119209543,49.38935025810392
247.03767047685258,33.521524273071385,369788.32340958004,54.63230856297548,43.31931285891878
242.8016400951885,36.021263168665676,1.937527607070328E7,57.732139228483156,47.004398278374566
260.51713368345133,33.510089479882716,756850.887321008,57.146270394665635,32.26450388785434
262.6065146505542,37.1807058743593,289547.4806718737,61.80008203644435,31.401052958305243
260.20880415993264,40.132392279765526,873067.7704008973,64.84351966598122,33.77652324348078
264.4562356576407,41.156101359620855,188028.75602242973,66.68024716614539,30.772983546015094
262.9711089414586,42.1540626424035,406434.53490360134,67.60876478021152,32.0375291014167
268.24361077130385,46.923520959409096,241797.32432637256,73.78410965270082,29.10754556327573
256.7358791792545,42.6533380473784,655387.2529845346,67.52153905565311,36.667050068938956
252.3419553912199,44.891416917843365,264922.5500572684,70.18157412028228,39.94042937002695
267.9040554602682,47.35924075474435,157895.60595890804,74.23313042158759,29.407102386819265
262.6456879451274,49.67653485928892,663111.00130834,76.44784907490605,33.13649477085287
235.3371265320941,32.83342289023544,1357671.2461256646,52.345130544255035,53.0134027068873
235.70698963327834,36.78622537529943,581465.6066922199,58.895721184484934,52.71534961151791
244.86654517488256,41.638399803484404,405392.1803721747,65.86840803006618,45.43064900025327
240.5995612324666,44.967576483061116,4419896.421759364,71.12866721114491,48.21911882236294
229.25632185871723,41.00876807522467,1609870.294624019,67.3692788411057,57.11774826583231
237.90055398791,46.80577875097013,697361.2345412076,74.41788620348477,49.71796007729794
241.0558418186602,50.4991641729179,1.7434220746245623E7,79.07032798285765,46.819613985192326
254.27261893069436,47.578651697574436,848429.6313142875,73.64952331060768,38.5999171431623
250.99944673181162,50.594778745312226,1059643.3066969158,77.7036318648393,40.58249799619617
267.2903753309795,54.558260072069466,486867.908885743,82.4351917483455,30.664433795230607
267.26231082622684,56.56070607231695,763164.1732951002,84.75797826767294,30.821693907044235
