ra,dec,flux
47.329297675653486,2.745941307454066,1166329.4864902576
44.666630845946834,3.022074596408927,369063.50661574106
47.94819142630086,3.822149687125373,478605.72950497986
46.85221815223921,4.261910788294139,393092.02434204373
46.60206426551212,5.956938196327417,464593.8315750658
44.79311080220406,4.726580559552216,846841.5596028941
41.99726947651325,5.2663949756542845,206418.86726465443
43.97404617897105,6.059454722449388,1645793.817068377
44.17247592970434,6.531962990621593,417351.18362789514
43.82016210722349,8.385951691861825,442132.2960486545
52.427802129666624,7.383331678405348,3063331.0197936506
49.553233865186144,7.565504384503424,2259968.1111330385
54.59845225966365,8.472818422569542,783934.402643784
52.47995607443314,8.78338755785391,508674.2733544681
53.18270742610918,10.659505916889449,1521064.8415823164
48.46038918589024,9.700474455532621,693023.9139570985
47.422311858348614,10.48347538925555,1257012.2272680325
51.10369474126874,11.989596547653857,414598.57119505695
40.129972769660824,5.563477965817723,1761846.797255577
38.328559204017,6.4203220069747555,792494.8917724397
39.737213507289844,8.904158227718286,2288300.9264348173
42.85564043699653,9.534925163663893,1097978.646553395
42.10922785505218,11.130534212119057,408626.0996266219
37.59157461560443,9.238598670857739,558749.6557726117
34.71125710057352,9.499287413965797,1020587.9059279115
36.62434283442407,11.214581651495594,265407.49402661884
41.52119571831816,12.022606035771108,1142458.3196677242
38.37215381067767,12.868699096340228,254211.47315833552
44.95511186415036,9.649790123036626,1883923.9030476522
46.290431645639124,12.176654404848602,3618357.545110677
44.058899939689,12.879098003873036,2468207.406878491
49.328419954216564,13.87240534500173,1685901.9155869426
46.33728114698927,14.077222711986076,1247588.0814864652
47.59356880387881,15.634142520462262,1483313.6808308072
44.04052799133757,13.677615755032598,9912748.810050767
41.91992571934181,14.381277749996892,298815.21858795127
41.574646731946906,15.707479384985161,329158.6830812644
44.86651343797161,16.333078250289542,360804.8833338027
43.68694915781167,16.466793729077093,813612.4205119153
45.14501791453031,18.631641642023975,3818544.4609372746
57.59795558542011,11.170813399831305,661969.0571706173
55.61689930123237,12.18534259535509,1094806.8004483695
59.07828571504531,12.68669715285727,283885.59865386056
60.25082136905171,14.19122252258998,706101.8462540072
57.91578712005686,14.360585046337784,297916.6461357548
58.51456879282751,15.484814674961994,1685471.5473840432
52.893535717733144,13.82844567436617,867814.3054825048
51.35014226112737,14.087390080324267,1.031914913369518E7
52.87750842516716,16.014691141807056,2666271.5854224088
58.076416473693286,16.28085827537798,294444.550361093
54.7965460976422,16.734743930619498,2935913.8738861266
56.064440902075354,17.92228004067145,705734.283904717
62.72986797257008,15.94660892904238,2.2379360210394036E7
60.24825100101047,16.629478943961008,194639.89211867255
60.679757373146096,18.138752118420122,1304907.0027072935
65.5170896263628,18.823316502601624,445409.8323481681
64.54990740342575,19.61137934768416,341914.3546368287
59.46575956552058,18.011672200784723,1073981.5434763448
61.360193350336004,19.55625397125171,492080.3304676411
57.67408160723461,19.37811883929644,916069.1696267473
58.750044081563516,20.099377167334232,7547113.702282101
59.01714919296537,21.43665000613768,241283.63744367642
63.7878729333927,22.393379406224064,456733.13178578485
59.81004103914987,21.742803449199364,321112.13802616287
62.96880129984861,23.60086049600217,1252524.7800374737
51.396639923018355,15.647620631331552,573453.995913321
51.67476679935839,17.024851959638262,2498980.6881904383
48.89812817688446,17.395209024911118,923786.981614947
50.914691835716674,19.14765815325008,5111082.011795872
53.5717738321225,18.492619440372717,924387.581989495
55.38120510374166,20.03462022416547,274344.7913734137
51.75035944702459,20.133632526259348,288749.68744687375
53.21643794994342,21.787801347348566,680180.0342347113
47.358758238376176,18.767432357143903,904018.9002691602
48.708037391880346,19.972040523034142,849044.5206339663
46.75907435050251,19.914872907035207,681910.8412506761
51.00382180913204,19.907096290325384,6.907067254125808E7
52.3162812940636,22.061676593232097,329338.5510393242
48.655559003535394,22.51528369381366,1669260.1221908587
50.628741971362935,24.119907636948763,427110.790885542
55.882775749983445,21.523582055938107,805455.4665175709
57.29588150995282,22.13140966635704,579554.1451499988
54.08556239141239,21.833195837196257,2729768.028723903
56.54193892946647,23.339805092346428,1683571.2621368137
58.96673640066606,22.989881072163154,604881.4763399331
59.0440470624713,23.875174402015695,301797.63260669616
59.53819565052342,24.265668369941228,756587.7124340576
58.26416646748531,24.25089185299471,1478870.9021421038
57.74128379215938,25.459332978598592,185838.05413410865
58.180094900963205,25.64256778802719,3505383.8088228665
53.978838709029944,22.610500872295685,4642869.82087527
54.86523069073487,24.025919585512067,1382073.2335466195
52.280520605830255,23.99861255627022,233718.3920856254
52.19864935065686,25.694599561553385,2283651.4113102267
53.27371226245891,26.25685575719732,464358.66497465444
56.32801354619483,25.97182481550589,2062651.6027689143
58.12535446387196,26.63030629880698,385768.71106449974
57.42523410179555,27.234997575249807,290364.0617092173
54.68182677042554,26.719981130165532,582098.6279962984
55.00912509171004,27.486340725478797,328869.6945221193
56.48498384964122,28.753447648053893,1.000604090286675E7
33.51103771066656,10.083787683319779,338098.09470346523
34.320241044153214,11.972876921021808,488981.3611764495
33.59579586244653,12.74811765140981,476483.0134050841
35.60646271607828,12.956931160864542,352520.39799904765
37.596672449796976,15.328936097361778,3712886.477145607
36.708383438720766,15.064089422118625,783950.4361264108
31.95854496657262,13.166959805504288,1321622.6644679406
31.820056390103733,14.69298000076057,542563.019428383
29.37565738692864,14.991404076784425,236676.97757458518
33.570402920984606,14.822623310492661,535783.2626819339
36.13563545888486,17.328576910474144,1128947.143181077
32.84294330313563,17.504821491083522,707040.8383936047
39.48016321074636,15.575390395766483,423303.2810785307
40.19043033777361,16.668135654947637,556765.2315899913
39.309085939073995,17.411672091074745,208641.9257479411
41.83457809704822,17.284294284568293,6221524.510731761
42.67834486462839,19.16017683955005,4.250438284268672E7
40.94314138906336,20.04426765829061,2105285.522164609
36.32616855356467,17.935175250582674,1998987.2492527447
38.762640624039186,19.680635586902152,227632.62961466124
35.405611355949894,20.28526786429371,385890.25904169976
38.97899531009782,20.25198604919158,3161875.113622732
41.286131882035136,21.38283254626864,2131626.3106552036
