ra,dec,phot_g_mean_flux
45.057731063436776,1.4571883418094422,445597.44443496474
47.329297675653486,2.745941307454066,1166329.4864902576
43.4090995448036,1.9686892938513239,4.536735338968557E7
44.666630845946834,3.022074596408927,369063.50661574106
47.96749064756063,2.911377362220422,852520.8698005906
47.94819142630086,3.822149687125373,478605.72950497986
49.84325606003928,5.142260481342941,137841.36880970528
46.85221815223921,4.261910788294139,393092.02434204373
46.01537878388684,5.3363412680511475,207348.91512020997
46.60206426551212,5.956938196327417,464593.8315750658
42.83743103261598,3.9226102061149115,639455.9266557131
44.79311080220406,4.726580559552216,846841.5596028941
40.697506525732976,4.050387624225959,756317.2314614174
41.99726947651325,5.2663949756542845,206418.86726465443
44.713359813099466,5.080879710527542,513282.6088691029
43.97404617897105,6.059454722449388,1645793.817068377
47.23301102260588,7.01452339018516,213771.12727902245
44.17247592970434,6.531962990621593,417351.18362789514
44.03143308041767,7.922360951592264,2494816.590378035
43.82016210722349,8.385951691861825,442132.2960486545
50.04370685871229,6.197339013802283,585942.3156125055
52.427802129666624,7.383331678405348,3063331.0197936506
49.84249774980163,6.556259299867856,1603087.0073028365
49.553233865186144,7.565504384503424,2259968.1111330385
49.921787617512685,8.162825781267607,560979.5819129612
54.59845225966365,8.472818422569542,783934.402643784
54.6217005112807,8.989779118183817,282614.4377050504
52.47995607443314,8.78338755785391,508674.2733544681
50.86849934248966,9.739365667241008,558645.0123946619
53.18270742610918,10.659505916889449,1521064.8415823164
47.777169182688624,8.721887357143606,7300967.734690754
48.46038918589024,9.700474455532621,693023.9139570985
45.702729132733715,9.05986976552545,361159.85093449097
47.422311858348614,10.48347538925555,1257012.2272680325
51.52421241769152,10.461741158054686,372309.37576903525
51.10369474126874,11.989596547653857,414598.57119505695
50.81775805553165,12.733076513006335,434463.7588226554
40.129972769660824,5.563477965817723,1761846.797255577
40.725827935273465,6.074160080952712,333349.3859549479
38.328559204017,6.4203220069747555,792494.8917724397
37.7017741543101,7.590106755617565,197685.6796585818
39.737213507289844,8.904158227718286,2288300.9264348173
41.68753962533716,8.801014940219822,2911263.338944888
42.85564043699653,9.534925163663893,1097978.646553395
40.020980941601685,10.130997160045242,1679481.6244801679
42.10922785505218,11.130534212119057,408626.0996266219
36.77002613848672,8.311250140100938,521752.8590127865
37.59157461560443,9.238598670857739,558749.6557726117
38.37946853233119,10.066229772519897,279810.4337776068
34.71125710057352,9.499287413965797,1020587.9059279115
37.335560552613785,10.325996776320185,627230.0120811822
36.62434283442407,11.214581651495594,265407.49402661884
39.92674953099695,11.120292341930838,450332.07044606865
41.52119571831816,12.022606035771108,1142458.3196677242
37.91253791766588,11.507024456321421,212330.41945195568
38.37215381067767,12.868699096340228,254211.47315833552
40.39032756595668,13.487728614019703,367717.99927234015
44.95511186415036,9.649790123036626,1883923.9030476522
44.69845912178316,11.252122537111736,2419356.64502658
46.290431645639124,12.176654404848602,3618357.545110677
44.052245274373675,12.79282910175224,1092269.6192768877
44.058899939689,12.879098003873036,2468207.406878491
48.55874170799844,13.194819039281494,690920.8222557789
49.328419954216564,13.87240534500173,1685901.9155869426
49.19321604925517,14.539132894832196,2386602.825767384
46.33728114698927,14.077222711986076,1247588.0814864652
46.016786788232444,14.955356858896602,488309.32530311676
47.59356880387881,15.634142520462262,1483313.6808308072
43.31309064274641,13.220641994248224,1250130.2207030803
44.04052799133757,13.677615755032598,9912748.810050767
42.93437136951513,14.585672273262523,237826.4991194783
41.91992571934181,14.381277749996892,298815.21858795127
40.19885353122628,15.001235971261565,2434846.601633365
41.574646731946906,15.707479384985161,329158.6830812644
44.78818661211777,15.242972042257772,1904132.9579344145
44.86651343797161,16.333078250289542,360804.8833338027
45.11443788753427,16.996448178693605,420031.2928696895
43.68694915781167,16.466793729077093,813612.4205119153
44.61231463625606,17.36586558710238,478688.9886109054
45.14501791453031,18.631641642023975,3818544.4609372746
57.4218057229,10.834650113056048,387914.39388034516
57.59795558542011,11.170813399831305,661969.0571706173
57.16431696808847,12.012338136279455,1243976.1360634186
55.61689930123237,12.18534259535509,1094806.8004483695
56.77414174705298,13.557704698995245,374572.001400381
59.07828571504531,12.68669715285727,283885.59865386056
58.439181315762454,13.504980474291816,9276806.828365017
60.25082136905171,14.19122252258998,706101.8462540072
60.34992044065447,14.986283804292844,447577.3388727412
57.91578712005686,14.360585046337784,297916.6461357548
58.783411043103385,14.727895938453896,1681857.4021859523
58.51456879282751,15.484814674961994,1685471.5473840432
53.41356831708423,12.11143303142502,1861324.8530656511
52.893535717733144,13.82844567436617,867814.3054825048
53.50209274746284,14.518395038613836,408503.83833456767
51.35014226112737,14.087390080324267,1.031914913369518E7
53.141313698046,15.219377528046865,308252.6102328744
52.87750842516716,16.014691141807056,2666271.5854224088
55.857877833699476,15.380338533262451,944449.7761521775
58.076416473693286,16.28085827537798,294444.550361093
56.561979615226655,17.152314241067373,875637.0294061336
54.7965460976422,16.734743930619498,2935913.8738861266
54.097662727347426,17.387478258652827,197243.74191668985
56.064440902075354,17.92228004067145,705734.283904717
55.501663120071804,18.41796790535958,406852.16728487296
62.72986797257008,15.94660892904238,2.2379360210394036E7
63.54743291646527,17.14452895281466,611468.7695316646
60.24825100101047,16.629478943961008,194639.89211867255
60.213381762214674,17.600677722693003,2542972.010305509
60.679757373146096,18.138752118420122,1304907.0027072935
65.0215379746994,18.18133838924462,578457.421768574
65.5170896263628,18.823316502601624,445409.8323481681
65.98789295276953,20.104441004140167,1492264.8724402003
64.54990740342575,19.61137934768416,341914.3546368287
64.12119487890803,20.649162743644776,4227046.948432885
59.46575956552058,18.011672200784723,1073981.5434763448
59.45618486796526,18.933433417004768,1268066.6789409192
61.360193350336004,19.55625397125171,492080.3304676411
59.846664349067275,19.638989821069266,1101875.861451182
