ra,dec
47.96749064756063,2.911377362220422
46.60206426551212,5.956938196327417
44.713359813099466,5.080879710527542
43.82016210722349,8.385951691861825
49.921787617512685,8.162825781267607
53.18270742610918,10.659505916889449
51.52421241769152,10.461741158054686
38.328559204017,6.4203220069747555
40.020980941601685,10.130997160045242
34.71125710057352,9.499287413965797
37.91253791766588,11.507024456321421
46.290431645639124,12.176654404848602
49.19321604925517,14.539132894832196
44.04052799133757,13.677615755032598
44.78818661211777,15.242972042257772
45.14501791453031,18.631641642023975
56.77414174705298,13.557704698995245
57.91578712005686,14.360585046337784
53.50209274746284,14.518395038613836
58.076416473693286,16.28085827537798
55.501663120071804,18.41796790535958
60.679757373146096,18.138752118420122
64.12119487890803,20.649162743644776
57.67408160723461,19.37811883929644
60.944664685434084,20.66575970948983
62.96880129984861,23.60086049600217
48.93886510732141,16.09246483991097
53.5717738321225,18.492619440372717
54.146757415707064,21.1140168805728
48.708037391880346,19.972040523034142
50.71383995916173,21.287815101101973
50.628741971362935,24.119907636948763
57.588857743604834,23.09615778371947
58.96673640066606,22.989881072163154
60.95907522089004,25.253002883498546
58.180094900963205,25.64256778802719
54.191777458162164,24.794032184100782
53.27371226245891,26.25685575719732
58.840596884884214,27.10458222324566
55.00912509171004,27.486340725478797
33.557844575718654,11.293702367396843
35.60646271607828,12.956931160864542
35.71872514323708,15.964029452757766
29.37565738692864,14.991404076784425
32.5563491441016,16.33601488492719
40.19043033777361,16.668135654947637
41.74325627780987,18.676557417376042
36.32616855356467,17.935175250582674
35.520832176705724,20.487355619559384
38.1878872238503,22.026705348150085
28.46942663461048,17.16375358162913
30.569718904202105,18.589337384387562
25.350817511533005,17.620387535486266
25.320067332666817,20.615425998550617
27.815267275190227,22.176371449805284
35.89323068163659,22.457759305705842
36.295773938438586,22.718200068882112
35.53310116109327,24.939205676705257
32.33373382953858,23.831062955750962
30.047172810317726,26.098763075128176
35.43151669297092,27.88448308062064
33.32149860198401,29.43675086481442
45.401625932337666,23.490167027882208
45.85381119041699,23.93811185130314
43.745132446337536,24.417467938880883
41.92015805735846,26.711007905248014
44.70132562540187,27.00629015201876
49.738701340839214,25.48370739690836
50.60213389956737,28.35593939352478
54.5277007567209,29.973149681637878
49.41636556210164,31.126802959045243
50.865649992885665,31.626534750893544
51.99541972209187,34.20806805078764
41.62482410396866,27.624963402476716
39.29914737316589,29.653418348022438
41.594274425978156,29.767808527444426
36.111853314124765,28.48122563319332
35.56643864295206,30.264348042618415
36.53476121483156,32.59393926107158
37.36223331105209,32.111552151023076
39.56519807602791,34.651733618642076
43.72273379874115,32.57596586590082
44.937212641202954,35.237114439661966
49.16994326669213,36.285647981604065
48.570713685211,37.548704451746566
43.53304771057937,34.979037608425884
39.8179545153165,36.090527238075865
46.15571087101322,37.00337950721593
45.29712897197162,38.61931521218713
45.21114704235456,39.876590730751516
69.61592594073639,22.562295305869625
69.00945906379799,23.70727913441676
62.540990049271386,24.439384091556327
67.17517239627934,28.886473631640683
76.4985711630612,28.1212098983186
77.36567397742789,30.555099840825328
74.97891774998718,31.664250157328233
70.24855693622767,31.9064260619832
73.73438906530838,34.168489521422615
62.818456024875296,27.929158743286372
60.70616251123892,28.692743221243344
63.64570356477526,30.983816540391828
57.92879162527212,28.875471825301407
56.40292990689023,29.894573821010756
61.978000270168444,32.44641247810571
61.06768176803119,32.844585132858505
61.619781411672705,34.18004599717708
67.9507681582183,32.919000180885305
66.87335161057327,34.77575007321723
64.40585268013001,33.72583456303259
63.876390417533,35.46848407466577
67.09475771522541,36.940116886857574
66.87500004985179,39.3665693732316
79.45060089423552,31.62359693218221
80.94955174029525,32.70237603195075
77.0193883419963,32.44006391523481
79.25368432572446,33.78883889784044
81.66864249654304,33.81358814220013
83.25494304899566,34.6183667438563
82.24470309364169,35.85240771816471
79.70148447188886,35.29955047858704
82.40428618417795,37.619201065370476
76.52441299313581,34.6789645087741
