ra,dec,flux
148.42328687348243,14.746523340096404,955690.7734760888
147.92572706602235,20.624618574789242,296202.2381658677
142.79804384160008,22.053886139153803,1256907.9061183617
145.93670107784996,26.873068151562926,1580591.657673243
125.22400888957853,13.950572309304617,248643.6976958918
123.74221428719339,16.860663961096556,3082074.1871648
131.94030505652395,19.77949978703235,2607522.572024483
117.71107377914848,15.20377391698935,487275.4911046885
119.55587014377284,18.872663949834212,395435.71704644884
116.31828575911888,20.387860972476926,2648341.9651293666
125.80018503265367,21.737391035028978,824369.0619935757
119.82144738526794,23.20383876114987,264235.2214062611
121.64720232918528,26.875629144616802,419830.82250298985
133.24862163734346,25.8890502279154,313225.23732576554
139.08243079338794,33.43999774684655,382928.05068282544
131.9921894214773,32.160472741284515,199658.95153804237
128.56741626559244,33.86533267440519,317356.1538385184
131.8874179124603,34.57377930689975,290757.665411167
160.97729103489843,22.974836551770416,290167.05065565655
166.36928950809755,28.97716070225467,4929471.838904793
155.4838846336309,29.096275694557804,928799.5676795085
157.71818193647593,34.14289065919609,3625747.722790152
170.96429721930107,34.543024777580136,2665919.80918156
177.6453764681809,40.93409692800574,330145.860869963
163.0648086695894,39.58822311692396,457439.8534205082
176.46082878827383,49.23745521461563,402379.59066701995
148.9016659670317,37.827648058042094,193037.13408880154
148.73495624258612,39.70123826229068,158396.36749755015
143.76118989651036,41.016125998996344,569111.2878078092
141.60487779692713,47.68101593194239,7826424.100763979
141.9680547938396,47.523443558688044,401521.52029422956
164.5093965251675,48.21869295229175,1418344.3407930282
168.3807671377802,51.813027137211854,379384.4286751076
179.9261036995366,58.59281147347942,279863.31253302516
156.0671860913653,53.69125398807715,203903.1692486501
167.6037879258378,58.31937506522414,444594.995169978
178.51182311009907,64.20949060277721,338855.1569429264
112.51914073323097,24.27700668875916,281852.08697549213
111.3948660501451,25.25801084346896,1361556.3490207647
118.54633169239885,25.634298047292315,1065926.1631082057
119.49465124342822,30.708716035490674,424242.0440400395
120.01345519806624,33.21577275998625,444955.34887953906
106.61520682032435,27.40691399866994,431952.8913438949
110.04599192772538,32.000873508874996,503354.0237293923
108.16190384048835,32.187146455239976,347182.7096578123
110.19965313901666,33.24719988458829,486684.4044851754
110.99308862768721,36.40526733535654,616240.5435671097
123.77099654870065,31.198842406576375,356474.0266046845
127.64535331270193,37.209879073350116,451261.59145926987
123.09449634092482,38.6587660336865,437003.2359035745
132.02808988905701,42.016366204892776,454766.4991905931
117.89471961198768,36.808773141873,1111228.4090801962
116.46316872676039,40.1301146819004,357986.0072204158
124.74117943983595,45.665745646466455,601782.8056696536
118.26863763385573,48.50573978680933,3281152.26178235
101.96187336063811,33.16000368698759,1194297.7925595394
102.34745363647042,35.47824802142128,1558513.9827894317
99.06631529523703,37.320937007382696,532551.2174874699
107.16174457542951,36.922631572420464,447196.22888853867
107.70016860062488,41.44237101249416,1008741.635598721
107.24519684610755,43.38906824928242,480103.3248347525
96.87668783979659,39.324913151367916,498830.95202560443
95.93758981775794,43.26210264870407,245025.026742971
90.68126337033398,43.789086735307976,2543431.4263336435
101.0954117908964,42.53105701551163,1466514.1111186515
98.0582724898261,48.11727079591934,464236.8804469701
92.08050160940195,49.902320487147556,219455.88287975092
111.86358612904685,45.44025285575614,239878.1579827726
108.1727283908688,47.3765307331338,1671048.3552679736
105.7178581394583,53.83092868500243,269139.3074314903
116.3200008356683,55.64576069622919,389701.5647593869
113.26015910903487,56.65089399747367,1347485.442590993
98.45742787396408,51.6730776160376,3220096.8285078895
96.17170834404189,51.86398636891999,358788.34505367064
90.10370954658421,57.998361109584046,489553.9679535736
105.27741447393178,58.25986061952307,1072665.7991244833
93.81114390381391,60.94738765403615,750305.7384018288
136.5023723525872,44.094724055889316,290034.4025977366
130.1032322435166,49.802500366515034,1128633.6303444493
147.56295179209155,54.82661397081391,189110.73396976775
143.35496984745598,58.63332979021135,2526062.585823902
125.90078742940291,53.302644741673426,1194758.483003506
136.5233033972317,56.85487082658936,339405.12389513955
126.66571162751693,60.89313395452344,184604.88329303393
152.24299558076206,59.9072686342629,268028.7348542631
157.61029294250412,64.2574760641083,6.12722779057391E7
174.827389713169,67.93260584697123,146879.73956516568
147.43187570528855,62.62543126110373,1054423.1849765945
137.74314841826066,67.46414351085043,1.5262211183864491E7
164.63108485485986,71.58126273315744,256433.89755038504
167.5702462230511,74.51914977943422,1728062.441932304
121.23751388313796,59.20464983526915,282586.95283709525
112.44805376750259,61.502091967067706,768089.5189265893
123.78255471559052,63.745870768731834,581801.20890199
120.88101907766584,67.05008209244025,207699.17659143725
107.35303168894403,61.50167997831052,908941.8423884391
103.54807930824549,66.83465627935728,1435691.460774244
100.93174552555932,67.24374268817981,551148.4927365236
107.03570792802512,68.43738707970672,253068.99353246755
110.04071515960204,73.92067002242486,740477.0174784097
104.71514570182157,74.65058985878774,510721.6532471564
134.6682138905418,72.2113999812578,217295.4313793985
128.57608930809295,73.32569513212732,613780.6031925948
151.33471465349328,75.57642402007116,123794.35690547457
153.99004422455081,79.46951208932133,2451855.4001886724
122.0193407541344,74.17658372769824,3541553.768842962
115.12634598162502,78.08290735505695,269647.9783139951
94.73105095266381,80.70944957766409,2151541.4317358364
145.76541018975468,81.56752551139175,3578539.910704589
119.94172297654347,82.08496274483414,226358.02597809167
139.34761826878668,88.31429012170635,2520833.0418876517
231.1454440238506,6.515497036972242,456809.57465733297
228.51679048089977,12.487811161957039,487667.94286491175
226.45217936265635,10.903318725333692,478381.29457423417
235.84288951685357,11.71095071133436,4.993716389214911E7
233.57488544737137,16.964112861252545,943327.1601366315
239.5899107075318,17.511182529282333,461503.15762532206
230.0147304330489,16.439363705959465,510641.8700674922
228.52714903308572,21.714488399834785,297800.83716822416
236.0581040701995,24.532887047821053,574777.8393218856
214.32150686195004,14.188392718670988,222469.02628485294
222.70211348778292,21.023366355317957,307422.8570666358
210.79559148621456,21.14133338399819,251683.07227903808
214.25700187660533,24.497150255898344,1531937.7113043198
227.40605847934472,22.662904406450032,733612.6715382402
231.22984130555673,25.721372047347675,533985.9718067634
227.78792165042452,30.152799008834386,302136.96043699334
220.1187841121126,30.52032889177115,1.229474501234899E7
223.6152417169471,32.86461109743802,458319.76903843554
226.6328293994509,38.98409329530878,8266339.888182099
252.00669217662588,25.42497325869069,1007740.038337339
246.28349687361347,26.32641766301273,1087059.5861277897
255.7902849067726,29.2280109476961,1390969.4963499983
250.41256004528154,30.61168421064669,235718.12775350295
240.35150856955133,26.478043715290873,501846.81745894486
239.35353837812474,30.365629008248145,613630.7043446951
247.03767047685258,33.521524273071385,369788.32340958004
242.8016400951885,36.021263168665676,1.937527607070328E7
260.51713368345133,33.510089479882716,756850.887321008
262.6065146505542,37.1807058743593,289547.4806718737
260.20880415993264,40.132392279765526,873067.7704008973
264.4562356576407,41.156101359620855,188028.75602242973
262.9711089414586,42.1540626424035,406434.53490360134
268.24361077130385,46.923520959409096,241797.32432637256
256.7358791792545,42.6533380473784,655387.2529845346
252.3419553912199,44.891416917843365,264922.5500572684
267.9040554602682,47.35924075474435,157895.60595890804
262.6456879451274,49.67653485928892,663111.00130834
235.3371265320941,32.83342289023544,1357671.2461256646
235.70698963327834,36.78622537529943,581465.6066922199
244.86654517488256,41.638399803484404,405392.1803721747
240.5995612324666,44.967576483061116,4419896.421759364
229.25632185871723,41.00876807522467,1609870.294624019
237.90055398791,46.80577875097013,697361.2345412076
241.0558418186602,50.4991641729179,1.7434220746245623E7
254.27261893069436,47.578651697574436,848429.6313142875
250.99944673181162,50.594778745312226,1059643.3066969158
267.2903753309795,54.558260072069466,486867.908885743
267.26231082622684,56.56070607231695,763164.1732951002
249.8473553955924,53.326373620532245,239495.05589398235
251.60336476202238,56.96216375711843,517881.9010316091
265.19258492583145,59.56663841911034,1553062.9079131836
259.9469368713801,63.295507238732654,715872.4029257181
206.29861088685956,25.497803294539143,710487.1694710822
207.75137400699344,29.014353866757272,301272.13302365283
197.9807545249321,26.459144613932942,530640.6499764313
195.335101710036,33.2826702293572,478504.9923000598
198.96644477124806,37.6168338931064,3209183.22179478
211.12270792331375,34.05237795731524,623343.6271123046
223.3157970527389,40.81674900085765,1.4474194389073178E7
207.83461950358898,37.78565137674837,251975.06362471837
209.56343020154256,44.90893843235596,1757931.2142805788
209.80287555447407,48.98297909130337,630645.934481793
194.05166857858012,37.78647085783272,1974775.0158554607
200.52821679632234,41.827795258590186,830626.2649266255
185.3533068586467,39.66750718836532,441706.3752607117
187.83727650573317,44.08705662390291,490354.46356381784
181.9983568232176,52.72080245204145,2001429.468623024
196.80678005831572,49.88361706450885,563367.4390690632
200.2820800602804,53.206492538914816,297764.8288146273
193.73833959482852,51.93285093994963,205001.7767172448
182.51876341885858,59.28408608399583,144180.5212379686
181.28026046002176,60.417338833061436,947513.3068299968
228.741248225294,47.77885638300105,1467442.9106061424
234.1575806810674,50.459504813997526,1133715.815832982
228.45848594650656,56.409191610804015,396400.8407158937
221.1996044611605,54.32113056629595,429476.4074604757
224.40909846680339,55.90675291436837,525095.3700074424
220.93370806933586,61.31136945078935,1343179.5283723352
245.12324479452795,58.06331239569169,375169.3544486935
241.85722198856413,61.94444570713267,456246.5249091664
262.7139408981672,65.17303998399845,335547.0603818324
255.27687558937902,68.6776058607291,625673.7064137871
237.5334050438412,64.79972482709326,2.1003454454268027E7
230.39700634818092,68.87380894816633,202872.84000762683
250.15725800277102,70.57094687130629,1.4604303577070931E7
241.7834531543015,71.64388975577774,1493088.7404649095
211.41838276102067,57.94025325512781,373929.85782660823
208.68702588138086,62.37719586801784,2.678319295343398E7
217.94542509408987,68.02674424268811,3937043.0824076864
198.80006047091624,63.05484927389582,249639.82609188676
190.4658852589887,67.25520478096992,514006.73230893404
205.48908374607655,71.56850930048584,259589.67826306415
189.50150374682826,75.86925369144397,2355031.558508942
234.25908651343207,72.91684177199444,1149156.9871045582
231.38093547173645,75.99606659269575,248340.34555632534
262.0634348243364,77.21795187068714,298553.82580114383
242.91206784891358,80.2156173213498,439013.00188282423
204.10991320261022,75.54218500723256,1237215.78878069
187.68984521874626,77.35284098559505,357291.0092376556
232.4644866395277,82.26351469497676,3.0732801707805082E7
205.29353362325367,83.42479738798652,973242.0265525918
315.4478970407668,1.8868540998313328,3108058.1972716996
311.3136710326702,6.216607361096955,672767.0408217559
324.49724497120167,10.971098762884521,1108565.8682838285
307.5589090477066,7.249904390561917,982530.5722964039
308.32830173933525,9.306749424530251,3098762.3897884316
309.18607348319637,12.200204902775758,396896.1871733061
317.9043562757722,15.982353472439296,1575659.384201121
312.36585089828355,17.01818775029706,1145070.4344201214
322.8715240059801,14.536736202682304,971357.9807202817
332.2462939965422,19.192084727581786,924204.363741785
321.57835577487987,18.007767823509106,2172787.2632622016
320.62160644645377,19.658598800856677,1236045.870420992
329.39605444696184,23.55048976890801,8383870.396529791
326.0854413802215,27.0889092080498,1203911.427166448
302.7719306372397,12.312733951561915,2463099.4401600235
305.000984437811,14.988505563164688,1077549.8198076244
299.49262941606077,14.015943292071823,887510.6247279824
303.5798499145416,16.681147870316924,469654.38039681205
309.2227242025975,14.890051139453849,4724857.668983201
311.0962941649573,19.52599600404672,1681699.5661606851
306.8314708689293,20.31549511543198,3299434.7517984966
308.45361782894156,23.483818364300824,1707444.0095810022
296.91554893959767,16.20263527886052,240030.0807496049
298.19094003818844,18.39245548147171,1269555.8095344792
301.95219879403413,19.839795418939126,7837123.56024884
300.438118256281,21.324918709072488,306866.26380169403
296.68430960229017,20.653368261992746,358509.06230888603
297.473912120184,20.72197941081224,412769.6031402597
296.8979806368841,22.52710979218634,397128.79873259546
305.8738531890703,22.149979762901523,306626.1425717109
303.4945988508993,23.962494369876456,567619.3367698619
304.82002442870595,24.50854017633189,1049717.2229586476
302.3211128771402,24.48165831324417,629554.8842526628
300.4826927860988,26.715948917567324,371242.44166775607
303.0645711139055,27.15569744152419,1661045.7619390565
314.08637335201445,21.321438005020788,2739706.5416483884
317.9404735290531,26.860583484306492,451433.5665055774
315.45231648051976,27.505118157765775,538049.5757774472
319.31931174734297,28.202729506617956,1031832.2107050719
324.0409507095602,30.612652704382675,1066039.3208448745
315.94799496864374,29.219745373416146,1057762.714450792
320.3922986262124,31.843864798110108,481180.18498315907
320.8030649987882,33.516842843166884,578796.7961077397
311.1333882749595,27.865581165332774,1953139.994834169
311.7047099950055,28.127876453564685,8198811.731933338
311.95628158534043,29.958260813721708,255578.09239002984
305.61850171718237,28.240514553103875,2158907.481201672
306.69022856401057,30.317536685059554,937246.8649111588
311.3875254011499,32.20130400781467,358463.1026354247
309.68240394249585,34.1559875638836,447770.0133781314
316.76963421315696,32.76871066896846,483846.2218671569
315.23197639070287,33.8786951724387,695820.7710994238
319.3278755227406,34.34161178843661,306542.0616894038
316.870170051725,36.36936070974219,2913293.008994265
311.49792646919616,33.88971056140374,297145.9915874352
311.0500351508315,35.307067171644015,411544.55272782716
312.1517157848504,37.99727254903667,302583.8840298811
316.41412526718403,39.76590504344996,440047.3404439511
339.6842306829893,21.984515283828006,366710.95633974735
335.0201942790411,25.35150663427526,2070416.21819061
341.5127798040404,26.209407094305185,1094385.605895743
345.8177486861658,31.02710011003695,538383.374074973
339.3817240775528,31.422202780099862,466206.4337074815
343.3805005423198,34.78797159618489,332871.23442940373
334.4955686278669,30.39510954537029,259408.69284476727
328.9627305413452,31.26461337390889,2.531826431198776E7
330.8322457819295,33.73862829230073,675073.0631785279
336.72908210001816,32.7532018489412,979508.4513645463
341.2455411443697,36.44042530462711,362860.18863942235
335.93664641964466,35.912336501558826,393333.17631363816
338.87073887880985,38.2042093204447,1001078.6318314063
348.5750325160382,32.50993993738633,7458036.677726538
350.21234801262193,35.28060675589381,987557.7584037532
345.92174589983887,36.00554216465581,4564800.210474234
348.5462137087647,40.0504757479357,1123966.338393492
357.26374215587515,41.41885212494667,923702.0834880186
353.0750552070833,41.93438783335029,2843709.913438286
359.96971777405963,45.4950190612236,1253142.259879551
345.03921988619084,38.31706052487601,442181.30678417603
346.1101839137109,40.96402665138501,335567.82764884
340.7972493372293,40.783806618625924,404814.1538856653
344.8932637966641,43.615323205360625,553208.2367150128
346.7893787984221,47.68527000215104,1258135.488020168
351.8537506779042,46.772163622240335,1810257.8485849123
354.20939584176284,47.86180924705293,2302027.255852
351.84901372486047,47.951275555435245,338008.0676647228
351.2969738619047,49.93595802202774,223157.79083212203
353.33140983544274,49.73641774238773,213693.8282831378
326.38224507071914,30.801554357407625,366631.0472774411
326.9569533077826,34.66909197306471,2363531.5104931383
326.88572180713555,35.548042301980225,503434.57863819774
325.33339997196344,35.49076208202568,353122.10391589877
323.5387304866725,37.659743487323745,1060735.9425542292
324.5408247129369,38.737588023877734,570847.2821603252
333.8798703693406,39.05512849963739,310131.1958349503
334.9306958408921,39.9506942856223,294615.6214470697
335.41756921106935,42.39358977666404,211254.88092701652
330.7730018768669,42.10045745239452,505299.36973497
333.64619100816964,43.8222027886681,1220650.658932112
334.8036747613526,46.520833467021234,968229.9953374489
321.94018687203777,38.45336967020758,840015.2594963248
320.83662868716635,39.90058360251748,765068.3060700978
324.48951540283036,41.84208599567322,214748.49493853614
317.73761928755385,38.94534167094928,315121.4305360193
316.6457382035062,42.269480887566516,367042.3879425187
320.7702635624458,44.7340864022792,567347.6457139492
320.58353808333857,45.66167574278929,185768.3677121409
327.51554454040905,44.385951321107804,322131.1883679757
328.46627371114533,47.11996993445789,643611.9336185218
333.2940271601388,48.14791586457028,345828.3860048743
331.94032250934845,48.84488114993082,1145152.437080784
324.386989099794,47.34380776626122,3098632.992870212
325.3344887380843,49.00648715533248,691093.5037298143
328.8507655606652,50.145915764419065,164269.7619333067
325.87929478818745,50.92968062231858,3301268.623412185
337.71228852184925,43.33528350688025,270669.5123630936
339.518101125849,46.35380458623084,284845.4843047173
346.3603624594391,49.1418659066787,299599.274924913
336.573558894684,45.67898920513505,246873.0295445065
334.9773828097205,47.18349121426446,1827494.8056039829
340.8812116840149,48.25539613029935,3673922.5424464494
345.1015361489498,52.00954190793658,2144718.539866178
344.8855149463829,53.71252110821814,335831.46652371425
348.31472611877905,51.41350938943562,1590361.700409077
353.90002730711325,52.686518829561784,1698218.6184672024
354.4917741108802,54.7453124952056,237720.4731614094
346.06497822411154,53.00516650574576,411243.71712732513
345.6234908530918,53.839781973044325,1730693.3370291532
355.3787079542996,56.32820530765867,1108838.0554192201
354.0061646498424,57.75566668755433,405394.0888626781
335.227864138463,50.69765431590511,423049.28942054353
334.2576478270339,51.295211085362986,328112.69121051003
337.19554540059795,53.33412604198617,1437165.0835185873
342.28829124871316,54.25745964579035,394880.0999020148
342.9479870849695,56.054223981713555,1051661.1335650084
333.0132091075314,53.739154395128274,799762.1819189369
333.33120659005226,54.64140739215594,914774.0317180335
335.27105107582764,56.45767420399069,300974.18928527506
343.15477441776017,58.05924183745233,289663.09353463375
342.16031566026925,59.46164487955446,557439.0200733498
345.3491077472782,56.381724958679364,1779022.1965767008
351.9604258463636,59.01835492351225,584233.6865143738
358.45182627466966,62.128896606751674,1242984.7730285286
348.7593750161247,60.10603796182468,3007492.6572177294
350.91680240891316,60.74357286952936,486311.79060926137
352.3222277027432,63.91924458661885,341006.3817789649
290.9288882596749,22.64897625190219,696735.8773304155
294.8443536538573,24.473296228056192,732028.5098523594
291.7152753390031,24.910940757150932,402255.5967155801
292.68447335510484,24.930207426910346,2219619.195360304
290.49163516670205,26.951647875907007,614849.9003911966
298.62747044641344,26.22777346283163,3968643.4132500393
296.60393112313363,27.219278012221125,310302.3224335973
300.9136213312648,27.767743104712377,246012.75043791308
299.7675579231357,28.975713554671447,2118146.3606632003
300.73956430377376,31.216030472461,187108.6121292762
296.7496888280018,28.910688000065388,878826.5273936708
293.8339820709359,29.657649927765515,430241.48330045986
294.5479512220623,31.095633744718796,226122.9562540251
298.5346464369789,32.30286258198571,494422.4996233488
297.9019215818629,32.59524789406282,162528.86983512482
297.6825106314479,34.81518182877119,882986.2328123375
288.36259215861173,28.013713071740067,140971.4519625446
286.9778572939168,29.66074935908063,237647.9120351009
290.1613894120078,29.9693591826519,489671.0480064228
289.9388665416483,31.176145249753997,850185.417641365
284.8611399790676,29.740301707782145,409521.120022013
283.9388035655182,32.458861153256876,186141.6937611889
285.6814408563061,32.08310531563754,1168000.2327001775
292.68405564590006,31.16989743073281,518272.91945017764
293.48602176035166,32.89289283304951,1980555.424137493
293.57263874510676,34.41879593781505,199107.11273672327
297.0582789005093,34.78449528062276,1987063.7002934555
293.56430585895777,36.158198942826964,355794.0558902294
290.2908654844808,34.9341042521897,1422717.8694441393
289.8234721212867,35.95796265427899,953348.9272457695
295.1234435717523,38.719546934028465,684962.431661764
293.12329106127663,40.3188421953423,648549.7974308426
304.29793569135865,32.39894042719429,527953.8543714195
303.28008684817695,33.98713974496626,267621.05955690076
308.69856301732403,35.97889714902481,206590.52092636045
306.2789306130825,37.46563532976408,2590205.211886551
