ra,dec,phot_g_mean_flux
47.96749064756063,2.911377362220422,852520.8698005906
46.60206426551212,5.956938196327417,464593.8315750658
44.713359813099466,5.080879710527542,513282.6088691029
43.82016210722349,8.385951691861825,442132.2960486545
49.921787617512685,8.162825781267607,560979.5819129612
53.18270742610918,10.659505916889449,1521064.8415823164
51.52421241769152,10.461741158054686,372309.37576903525
38.328559204017,6.4203220069747555,792494.8917724397
40.020980941601685,10.130997160045242,1679481.6244801679
34.71125710057352,9.499287413965797,1020587.9059279115
37.91253791766588,11.507024456321421,212330.41945195568
46.290431645639124,12.176654404848602,3618357.545110677
49.19321604925517,14.539132894832196,2386602.825767384
44.04052799133757,13.677615755032598,9912748.810050767
44.78818661211777,15.242972042257772,1904132.9579344145
45.14501791453031,18.631641642023975,3818544.4609372746
56.77414174705298,13.557704698995245,374572.001400381
57.91578712005686,14.360585046337784,297916.6461357548
53.50209274746284,14.518395038613836,408503.83833456767
58.076416473693286,16.28085827537798,294444.550361093
55.501663120071804,18.41796790535958,406852.16728487296
60.679757373146096,18.138752118420122,1304907.0027072935
64.12119487890803,20.649162743644776,4227046.948432885
57.67408160723461,19.37811883929644,916069.1696267473
60.944664685434084,20.66575970948983,1034578.2016773566
62.96880129984861,23.60086049600217,1252524.7800374737
48.93886510732141,16.09246483991097,2618272.855479617
53.5717738321225,18.492619440372717,924387.581989495
54.146757415707064,21.1140168805728,368648.90374166676
48.708037391880346,19.972040523034142,849044.5206339663
50.71383995916173,21.287815101101973,683243.8458478826
50.628741971362935,24.119907636948763,427110.790885542
57.588857743604834,23.09615778371947,587782.9880825183
58.96673640066606,22.989881072163154,604881.4763399331
60.95907522089004,25.253002883498546,461427.9126183708
58.180094900963205,25.64256778802719,3505383.8088228665
54.191777458162164,24.794032184100782,789350.564237839
53.27371226245891,26.25685575719732,464358.66497465444
58.840596884884214,27.10458222324566,614078.7817878773
55.00912509171004,27.486340725478797,328869.6945221193
33.557844575718654,11.293702367396843,347953.97916423116
35.60646271607828,12.956931160864542,352520.39799904765
35.71872514323708,15.964029452757766,620082.0086956768
29.37565738692864,14.991404076784425,236676.97757458518
32.5563491441016,16.33601488492719,760532.5871906411
40.19043033777361,16.668135654947637,556765.2315899913
41.74325627780987,18.676557417376042,366949.2399337063
36.32616855356467,17.935175250582674,1998987.2492527447
35.520832176705724,20.487355619559384,9260998.024083368
38.1878872238503,22.026705348150085,707911.9458561179
28.46942663461048,17.16375358162913,1047242.4547119206
30.569718904202105,18.589337384387562,532816.9453990941
25.350817511533005,17.620387535486266,564010.7189838324
25.320067332666817,20.615425998550617,568135.2901757924
27.815267275190227,22.176371449805284,1237744.92890596
35.89323068163659,22.457759305705842,9291979.958219599
36.295773938438586,22.718200068882112,267855.197694768
35.53310116109327,24.939205676705257,819703.1363379073
32.33373382953858,23.831062955750962,873679.8149356339
30.047172810317726,26.098763075128176,364614.01364595053
35.43151669297092,27.88448308062064,554562.4694357651
33.32149860198401,29.43675086481442,344161.41865637037
45.401625932337666,23.490167027882208,828728.3890242038
